date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl
2021-06-01,9,1,4,0
2021-06-02,13,0,2,1
2021-06-03,10,1,6,1
2021-06-04,14,2,20,1
2021-06-05,31,3,5,1
2021-06-06,35,4,4,0
2021-06-07,28,4,10,0
2021-06-08,21,0,5,0
2021-06-09,17,0,3,0
2021-06-10,16,0,7,0
2021-06-11,15,0,21,1
2021-06-12,33,1,3,0
2021-06-13,34,1,2,1
2021-06-14,17,1,6,0
2021-06-15,12,1,10,0
2021-06-16,16,1,8,0
2021-06-17,21,0,4,1
2021-06-18,21,0,27,5
2021-06-19,42,4,9,0
2021-06-20,49,4,1,1
2021-06-21,28,5,11,3
2021-06-22,17,3,0,0
2021-06-23,12,3,6,0
2021-06-24,12,1,9,0
2021-06-25,18,1,34,1
2021-06-26,50,2,9,1
2021-06-27,51,3,2,0
2021-06-28,24,2,19,2
2021-06-29,28,2,7,0
2021-06-30,24,1,9,0
2021-07-01,29,1,4,0
2021-07-02,18,1,22,0
2021-07-03,33,0,6,0
2021-07-04,38,0,2,0
2021-07-05,20,0,7,0
2021-07-06,15,0,11,0
2021-07-07,24,0,7,1
2021-07-08,27,1,9,1
2021-07-09,23,1,10,1
2021-07-10,25,2,3,0
2021-07-11,27,2,3,0
2021-07-12,23,2,8,0
2021-07-13,27,1,4,0
2021-07-14,24,1,5,0
2021-07-15,27,0,4,0
2021-07-16,21,0,15,3
2021-07-17,30,3,5,1
2021-07-18,33,3,3,0
2021-07-19,22,2,11,0
2021-07-20,23,2,7,0
2021-07-21,22,2,4,1
2021-07-22,22,3,8,0
2021-07-23,23,1,14,2
2021-07-24,28,3,4,1
2021-07-25,30,2,4,0
2021-07-26,20,1,9,0
2021-07-27,20,1,11,1
2021-07-28,28,1,5,0
2021-07-29,28,1,6,0
2021-07-30,24,1,7,0
2021-07-31,19,1,6,0
2021-08-01,24,1,4,1
2021-08-02,22,2,3,0
2021-08-03,20,2,5,1
2021-08-04,24,3,4,0
2021-08-05,25,3,4,0
2021-08-06,18,2,4,0
2021-08-07,18,2,4,0
2021-08-08,19,0,4,0
2021-08-09,16,0,12,1
2021-08-10,24,1,8,0
2021-08-11,29,0,3,0
2021-08-12,26,0,5,0
2021-08-13,19,0,13,0
2021-08-14,21,0,2,0
2021-08-15,22,0,4,0
2021-08-16,16,0,12,0
2021-08-17,20,0,7,1
2021-08-18,25,1,5,0
2021-08-19,26,1,8,0
2021-08-20,26,1,8,0
2021-08-21,24,1,3,0
2021-08-22,22,1,1,0
2021-08-23,15,1,10,0
2021-08-24,17,1,14,0
2021-08-25,28,1,6,2
2021-08-26,28,3,7,0
2021-08-27,26,3,13,0
2021-08-28,28,2,2,0
2021-08-29,28,1,2,0
2021-08-30,20,1,6,0
2021-08-31,13,1,1,1
2021-09-01,10,1,4,0
2021-09-02,12,1,5,0
2021-09-03,13,1,25,1
2021-09-04,34,2,5,0
2021-09-05,38,2,0,0
2021-09-06,22,2,9,0
2021-09-07,17,0,7,1
