date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl
2023-04-17,43,0,25,1
2023-04-18,49,1,36,4
2023-04-19,71,4,18,3
2023-04-20,59,5,11,1
2023-04-21,38,1,24,3
2023-04-22,42,4,6,1
2023-04-23,41,5,3,0
2023-04-24,23,4,26,0
2023-04-25,38,1,21,1
2023-04-26,43,2,11,0
2023-04-27,34,1,10,0
2023-04-28,20,1,25,0
2023-04-29,33,1,8,2
2023-04-30,36,3,3,0
2023-05-01,32,2,10,1
2023-05-02,25,3,20,2
2023-05-03,31,5,15,0
2023-05-04,34,3,19,1
2023-05-05,28,1,25,1
2023-05-06,35,1,11,0
2023-05-07,38,1,6,0
2023-05-08,31,1,9,1
2023-05-09,22,2,41,3
2023-05-10,50,3,37,2
2023-05-11,65,4,24,1
2023-05-12,42,2,31,3
2023-05-13,45,4,16,2
2023-05-14,55,6,6,1
2023-05-15,30,3,29,2
2023-05-16,37,4,23,3
2023-05-17,36,4,26,3
2023-05-18,43,5,18,3
2023-05-19,55,8,9,0
2023-05-20,57,7,6,0
2023-05-21,56,7,5,0
2023-05-22,29,3,23,0
2023-05-23,40,3,35,2
2023-05-24,54,5,26,2
2023-05-25,48,4,20,3
2023-05-26,51,7,26,0
2023-05-27,54,6,12,0
2023-05-28,56,6,6,0
2023-05-29,45,4,9,0
2023-05-30,29,4,37,1
2023-05-31,52,5,37,1
2023-06-01,55,6,20,1
2023-06-02,38,6,30,2
2023-06-03,47,7,17,1
2023-06-04,54,7,7,2
2023-06-05,32,6,34,5
2023-06-06,42,9,33,2
2023-06-07,56,4,34,4
2023-06-08,60,7,25,3
2023-06-09,45,7,31,2
2023-06-10,49,6,14,0
2023-06-11,51,2,7,2
2023-06-12,32,3,34,1
2023-06-13,43,2,45,2
2023-06-14,67,4,21,0
2023-06-15,50,3,28,3
2023-06-16,44,2,42,1
2023-06-17,60,3,32,2
2023-06-18,84,4,10,0
2023-06-19,47,0,28,1
2023-06-20,45,1,29,2
