date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl
2021-06-01,19,1,15,0
2021-06-02,17,1,10,0
2021-06-03,17,1,15,1
2021-06-04,15,2,53,5
2021-06-05,59,6,19,1
2021-06-06,70,7,7,0
2021-06-07,23,1,14,1
2021-06-08,17,2,23,0
2021-06-09,29,2,18,3
2021-06-10,26,2,19,0
2021-06-11,26,1,68,2
2021-06-12,75,3,25,2
2021-06-13,94,4,10,1
2021-06-14,36,3,25,3
2021-06-15,24,4,17,0
2021-06-16,28,2,34,1
2021-06-17,37,1,22,0
2021-06-18,32,1,68,2
2021-06-19,81,2,17,0
2021-06-20,88,2,6,0
2021-06-21,32,1,37,1
2021-06-22,38,1,30,1
2021-06-23,41,2,28,0
2021-06-24,44,0,29,4
2021-06-25,41,1,59,3
2021-06-26,72,4,25,3
2021-06-27,83,6,10,2
2021-06-28,36,6,36,3
2021-06-29,39,6,30,2
2021-06-30,41,4,28,1
2021-07-01,38,1,22,3
2021-07-02,40,3,57,9
2021-07-03,66,10,29,2
2021-07-04,78,11,12,3
2021-07-05,42,6,33,1
2021-07-06,43,4,31,3
2021-07-07,56,6,33,3
2021-07-08,57,4,14,2
2021-07-09,37,3,52,5
2021-07-10,67,6,19,2
2021-07-11,74,6,11,1
2021-07-12,41,2,14,1
2021-07-13,29,3,15,1
2021-07-14,24,4,13,0
2021-07-15,25,4,23,1
2021-07-16,34,4,47,3
2021-07-17,67,6,31,3
2021-07-18,83,6,7,1
2021-07-19,45,3,24,3
2021-07-20,44,5,23,2
2021-07-21,35,6,27,1
2021-07-22,39,6,13,2
2021-07-23,25,4,42,4
2021-07-24,54,7,19,2
2021-07-25,65,6,5,1
2021-07-26,33,4,21,1
2021-07-27,31,3,18,3
2021-07-28,29,5,21,1
2021-07-29,29,3,12,1
2021-07-30,14,2,17,1
2021-07-31,23,2,14,2
2021-08-01,28,3,9,0
2021-08-02,15,2,10,0
2021-08-03,17,1,11,2
2021-08-04,17,0,6,0
2021-08-05,15,0,12,1
2021-08-06,18,1,34,1
2021-08-07,39,2,18,0
2021-08-08,49,1,8,0
2021-08-09,31,0,9,0
2021-08-10,22,0,9,1
2021-08-11,22,1,14,0
2021-08-12,24,1,6,1
2021-08-13,19,1,21,2
2021-08-14,26,3,11,1
2021-08-15,27,2,11,1
2021-08-16,21,3,11,0
2021-08-17,19,1,10,3
2021-08-18,23,2,11,2
2021-08-19,19,3,9,1
2021-08-20,21,4,20,2
2021-08-21,32,5,18,1
2021-08-22,45,6,13,0
2021-08-23,33,4,11,2
2021-08-24,28,4,15,0
2021-08-25,31,3,19,0
2021-08-26,32,3,19,1
2021-08-27,37,4,32,2
2021-08-28,51,6,17,0
2021-08-29,54,6,1,0
2021-08-30,22,2,21,2
2021-08-31,23,3,13,2
2021-09-01,27,3,13,1
2021-09-02,18,2,11,0
2021-09-03,15,1,53,2
2021-09-04,60,2,21,2
2021-09-05,75,3,6,0
2021-09-06,20,1,33,1
2021-09-07,35,2,37,1
2021-09-08,45,2,36,2
2021-09-09,53,3,31,2
2021-09-10,43,4,96,5
2021-09-11,103,5,25,3
2021-09-12,120,7,12,2
2021-09-13,49,4,44,3
2021-09-14,56,5,36,2
2021-09-15,59,5,34,2
2021-09-16,68,3,38,1
2021-09-17,47,2,90,3
2021-09-18,108,3,34,0
2021-09-19,130,3,9,0
2021-09-20,36,0,29,3
2021-09-21,33,3,27,2
2021-09-22,35,3,46,5
2021-09-23,60,6,37,1
2021-09-24,56,4,101,4
2021-09-25,108,5,43,1
2021-09-26,140,6,9,0
2021-09-27,46,1,43,1
2021-09-28,46,1,51,4
2021-09-29,56,4,47,2
2021-09-30,66,5,35,5
2021-10-01,48,6,67,4
2021-10-02,81,6,27,3
2021-10-03,94,9,9,0
2021-10-04,39,4,36,3
2021-10-05,43,4,43,5
2021-10-06,60,6,47,5
2021-10-07,65,4,39,1
2021-10-08,55,2,116,7
2021-10-09,130,7,29,1
2021-10-10,145,8,9,1
2021-10-11,39,2,46,4
2021-10-12,47,5,53,2
2021-10-13,53,3,47,3
2021-10-14,63,3,34,2
2021-10-15,47,4,108,7
2021-10-16,117,8,45,0
2021-10-17,147,8,16,0
2021-10-18,57,1,51,5
2021-10-19,63,5,51,5
2021-10-20,73,5,54,3
2021-10-21,85,6,51,2
2021-10-22,58,3,84,2
2021-10-23,96,2,32,1
2021-10-24,115,3,21,0
2021-10-25,70,2,35,1
2021-10-26,57,2,52,2
2021-10-27,65,4,33,2
2021-10-28,63,2,18,0
2021-10-29,45,1,81,4
2021-10-30,103,4,43,4
2021-10-31,125,8,19,0
2021-11-01,111,7,7,1
2021-11-02,46,2,25,1
2021-11-03,41,3,30,1
2021-11-04,47,3,26,1
2021-11-05,45,1,60,2
2021-11-06,78,3,36,4
2021-11-07,93,5,11,0
2021-11-08,33,0,40,4
2021-11-09,49,2,35,4
2021-11-10,47,3,21,0
2021-11-11,35,0,35,0
2021-11-12,60,0,52,1
2021-11-13,101,1,30,6
2021-11-14,109,7,16,1
2021-11-15,55,4,63,1
2021-11-16,81,3,89,3
2021-11-17,118,5,54,3
2021-11-18,100,6,55,0
2021-11-19,76,2,103,6
2021-11-20,127,7,45,4
2021-11-21,151,10,31,4
2021-11-22,68,4,67,6
2021-11-23,88,10,65,5
2021-11-24,97,12,70,7
2021-11-25,105,13,56,3
2021-11-26,99,9,110,3
2021-11-27,147,8,41,3
2021-11-28,165,8,24,0
2021-11-29,59,1,70,4
2021-11-30,93,4,57,2
2021-12-01,86,3,63,6
2021-12-02,86,7,46,3
2021-12-03,67,4,120,8
2021-12-04,130,9,51,2
2021-12-05,164,11,12,3
2021-12-06,58,9,44,3
2021-12-07,50,7,47,6
2021-12-08,70,8,61,10
2021-12-09,75,12,43,11
2021-12-10,60,14,111,16
2021-12-11,131,20,46,1
2021-12-12,156,15,18,1
2021-12-13,59,6,47,5
2021-12-14,52,3,40,4
2021-12-15,63,3,32,7
2021-12-16,50,8,22,5
2021-12-17,38,6,37,15
2021-12-18,44,14,30,7
2021-12-19,67,18,14,2
2021-12-20,40,9,32,5
2021-12-21,45,10,24,1
2021-12-22,53,10,14,1
2021-12-23,41,9,27,4
2021-12-24,49,13,51,6
2021-12-25,97,19,36,2
2021-12-26,113,11,16,2
2021-12-27,79,7,18,1
2021-12-28,59,5,7,2
2021-12-29,42,3,10,4
2021-12-30,28,5,18,1
2021-12-31,34,4,19,5
2022-01-01,46,7,7,0
2022-01-02,30,7,4,0
2022-01-03,11,3,12,2
2022-01-04,13,2,12,1
2022-01-05,15,2,19,2
2022-01-06,21,2,12,1
2022-01-07,20,2,47,5
2022-01-08,51,6,23,4
2022-01-09,69,9,8,1
2022-01-10,26,4,13,6
2022-01-11,23,8,24,7
2022-01-12,30,10,19,1
2022-01-13,32,5,20,2
2022-01-14,27,3,56,5
2022-01-15,69,5,28,4
2022-01-16,83,8,6,2
2022-01-17,34,3,20,4
2022-01-18,28,3,30,3
2022-01-19,41,3,20,1
2022-01-20,35,3,20,3
2022-01-21,28,4,55,8
2022-01-22,63,11,17,1
2022-01-23,71,8,14,0
2022-01-24,25,2,24,6
2022-01-25,26,5,22,2
2022-01-26,34,6,19,3
2022-01-27,28,5,15,2
2022-01-28,19,3,69,5
2022-01-29,74,6,17,0
2022-01-30,86,5,6,1
2022-01-31,39,3,25,4
2022-02-01,30,5,23,3
2022-02-02,35,6,17,0
2022-02-03,36,4,24,3
2022-02-04,38,3,90,5
2022-02-05,104,7,47,7
2022-02-06,139,12,11,0
2022-02-07,73,4,33,0
2022-02-08,55,3,47,2
2022-02-09,74,3,43,2
2022-02-10,72,3,36,2
2022-02-11,59,3,98,0
2022-02-12,122,2,40,1
2022-02-13,140,3,16,1
2022-02-14,69,4,30,5
2022-02-15,60,5,30,3
2022-02-16,64,7,34,4
2022-02-17,49,3,17,0
2022-02-18,33,1,55,5
2022-02-19,76,5,24,0
2022-02-20,87,5,11,0
2022-02-21,40,1,27,2
2022-02-22,36,2,27,2
2022-02-23,45,3,20,1
2022-02-24,35,2,24,2
2022-02-25,31,4,88,5
2022-02-26,101,5,30,3
2022-02-27,121,8,5,0
2022-02-28,48,3,37,0
2022-03-01,37,1,33,1
2022-03-02,42,2,35,4
2022-03-03,41,2,36,3
2022-03-04,42,2,111,3
2022-03-05,124,4,26,1
2022-03-06,137,3,6,0
2022-03-07,51,0,46,4
2022-03-08,55,4,41,3
2022-03-09,72,4,65,1
2022-03-10,85,1,54,8
2022-03-11,77,8,141,6
2022-03-12,174,10,35,2
2022-03-13,188,12,17,1
2022-03-14,74,7,58,0
2022-03-15,81,2,61,4
2022-03-16,89,4,46,6
2022-03-17,89,7,74,2
2022-03-18,99,6,162,5
2022-03-19,203,8,59,1
2022-03-20,236,7,20,0
2022-03-21,95,3,67,7
2022-03-22,83,7,56,0
2022-03-23,82,4,65,3
2022-03-24,80,4,72,7
2022-03-25,89,5,156,10
2022-03-26,198,11,28,2
2022-03-27,198,12,24,7
2022-03-28,93,10,48,6
2022-03-29,66,11,61,4
2022-03-30,78,6,64,0
2022-03-31,87,4,45,2
2022-04-01,73,0,153,11
2022-04-02,184,10,39,3
2022-04-03,206,13,8,1
2022-04-04,78,6,64,4
2022-04-05,68,4,61,3
2022-04-06,84,4,53,8
2022-04-07,91,9,53,0
2022-04-08,60,3,129,9
2022-04-09,145,10,44,2
2022-04-10,168,10,23,1
2022-04-11,96,5,60,1
2022-04-12,85,4,52,3
2022-04-13,103,4,47,2
2022-04-14,89,5,49,1
2022-04-15,74,3,131,8
2022-04-16,178,11,75,5
2022-04-17,229,15,28,1
2022-04-18,215,13,17,0
2022-04-19,87,8,50,5
