date,turnover,discount,booking_fees,lead_time_hours
2021-06-01,380.0,0.0,0.0,144.5101388888885
2021-06-02,139.1,0.0,0.0,36.3720833333325
2021-06-03,57.400000000000006,0.0,0.0,61.418194444444495
2021-06-04,0.0,0.0,0.0,0.0
2021-06-05,117.5,8.8,0.0,55.28533333333299
2021-06-06,0.0,0.0,0.0,0.0
2021-06-07,0.0,0.0,0.0,0.0
2021-06-08,0.0,0.0,0.0,0.0
2021-06-09,0.0,0.0,0.0,219.358333333333
2021-06-10,117.8,0.0,0.0,34.3513888888885
2021-06-11,31.3,0.0,0.0,22.818611111111
2021-06-12,14.4,0.0,0.0,66.904444444444
2021-06-13,0.0,0.0,0.0,0.0
2021-06-14,139.1,0.0,0.0,59.091666666666
2021-06-15,118.4,0.0,0.0,238.4570833333335
2021-06-16,34.3,0.0,0.0,29.226944444444
2021-06-17,90.1,0.0,0.0,12.89652777777725
2021-06-18,486.7,0.0,0.0,168.86972222222172
2021-06-19,21.7,0.0,0.0,21.825833333333
2021-06-20,107.8,0.0,0.0,91.024166666666
2021-06-21,139.1,0.0,0.0,22.652499999999996
2021-06-22,31.3,0.0,0.0,68.123611111111
2021-06-23,0.0,0.0,0.0,0.0
2021-06-24,0.0,0.0,0.0,0.0
2021-06-25,0.0,0.0,0.0,0.0
2021-06-26,46.9,0.0,0.0,49.730833333332995
2021-06-27,0.0,0.0,0.0,0.0
2021-06-28,169.7,27.75,0.0,45.4013888888885
2021-06-29,0.0,0.0,0.0,0.0
2021-06-30,31.3,0.0,0.0,25.215833333333
2021-07-01,471.3,66.57,0.0,156.77071428571372
2021-07-02,520.0,91.61999999999999,0.0,36.944841269840865
2021-07-03,140.5,37.42,0.0,33.55652777777725
2021-07-04,197.2,24.0,0.0,244.263472222222
2021-07-05,46.6,9.32,0.0,12.717777777777
2021-07-06,197.0,39.4,0.0,13.256944444443999
2021-07-07,62.6,12.52,0.0,40.96064814814767
2021-07-08,259.1,24.759999999999998,0.0,272.2895138888885
2021-07-09,147.8,29.560000000000002,0.0,53.0232638888885
2021-07-10,169.5,33.9,0.0,18.9336111111106
2021-07-11,61.9,12.38,0.0,6.920833333333
2021-07-12,139.8,27.96,0.0,15.184537037036668
2021-07-13,153.0,12.1,0.0,146.58812499999974
2021-07-14,107.8,21.56,0.0,215.063611111111
2021-07-15,219.3,37.6,0.0,130.88592592592565
2021-07-16,333.3,66.66,0.0,20.178055555555197
2021-07-17,236.3,47.26,0.0,21.8590277777775
2021-07-18,126.6,25.32,0.0,6.222916666665999
2021-07-19,549.7,109.94,0.0,16.42020833333275
2021-07-20,637.8000000000001,127.56,0.0,19.36480158730114
2021-07-21,145.5,29.1,0.0,42.258402777777505
2021-07-22,415.09999999999997,83.02,0.0,32.831041666666124
2021-07-23,278.2,55.64,0.0,156.25763888888875
2021-07-24,588.4,129.68,0.0,84.79678571428543
2021-07-25,240.0,48.0,0.0,189.7969444444445
2021-07-26,530.6,110.78,0.0,146.25269841269827
2021-07-27,414.1,92.07000000000001,0.0,29.024166666666332
2021-07-28,379.3,75.86,0.0,181.43944444444426
2021-07-29,92.5,18.5,0.0,239.319444444444
2021-07-30,351.6,70.32,0.0,260.78368055555524
2021-07-31,570.9,114.18,0.0,92.93986111111076
2021-08-01,260.0,52.0,0.0,22.993333333333
2021-08-02,198.6,39.72,0.0,168.69798611111074
2021-08-03,349.0,69.8,0.0,203.6266203703702
2021-08-04,46.6,9.32,0.0,3.131944444444
2021-08-05,151.1,30.220000000000002,0.0,9.081851851851333
2021-08-06,357.0,71.4,0.0,93.8282638888885
2021-08-07,88.0,17.6,0.0,1039.5086805555543
2021-08-08,280.8,56.16,0.0,115.554236111111
2021-08-09,262.2,52.44,0.0,203.152037037037
2021-08-10,425.7,85.14,0.0,17.258499999999398
2021-08-11,244.0,48.8,0.0,35.8639999999996
2021-08-12,376.9,75.38,0.0,13.956277777777398
2021-08-13,511.2,102.24000000000001,0.0,116.04774691358001
2021-08-14,0.0,0.0,0.0,0.0
2021-08-15,271.3,54.26,0.0,58.920740740740335
2021-08-16,106.8,21.36,0.0,182.66777777777767
2021-08-17,240.0,48.0,0.0,154.307361111111
2021-08-18,290.4,58.08,0.0,38.3513888888884
2021-08-19,123.8,24.76,0.0,589.1030555555529
2021-08-20,302.5,60.5,0.0,103.93033333333301
2021-08-21,171.1,34.22,0.0,50.318194444444245
2021-08-22,120.0,24.0,0.0,387.106111111111
2021-08-23,185.0,37.0,0.0,71.63083333333266
2021-08-24,185.7,37.14,0.0,256.2450925925927
2021-08-25,52.4,10.48,0.0,33.1288888888885
2021-08-26,262.2,52.44,0.0,64.63416666666633
2021-08-27,397.8,79.56,0.0,37.39674603174557
2021-08-28,210.5,42.1,0.0,20.932175925925502
2021-08-29,317.9,15.58,0.0,129.2935416666665
2021-08-30,151.3,6.26,0.0,11.158194444444
2021-08-31,197.4,17.78,0.0,90.82212962962933
2021-09-01,93.2,0.0,0.0,41.193055555555006
2021-09-02,199.5,0.0,0.0,65.99944444444421
2021-09-03,454.90000000000003,0.0,0.0,48.634490740740496
2021-09-04,51.2,0.0,0.0,161.9343055555555
2021-09-05,123.8,0.0,0.0,145.5415277777775
2021-09-06,465.0,0.0,0.0,55.9361666666662
2021-09-07,24.5,0.0,0.0,66.0825
2021-09-08,55.8,0.0,0.0,71.82537037037
2021-09-09,139.3,0.0,0.0,80.9704166666665
2021-09-10,143.1,0.0,0.0,55.918333333333
2021-09-11,210.10000000000002,0.0,0.0,26.417103174602715
2021-09-12,120.0,0.0,0.0,153.644166666667
2021-09-13,60.6,0.0,0.0,50.63175925925899
2021-09-14,184.4,0.0,0.0,51.218499999999594
2021-09-15,150.9,0.0,0.0,213.8006111111108
2021-09-16,92.5,0.0,0.0,38.0937499999995
2021-09-17,185.7,0.0,0.0,163.00120370370334
2021-09-18,179.7,0.0,0.0,72.6299999999998
2021-09-19,31.3,0.0,0.0,241.341388888889
2021-09-20,178.2,0.0,0.0,47.631759259259006
2021-09-21,31.3,0.0,0.0,334.17888888888905
2021-09-22,20.0,0.0,0.0,8.891111111111
2021-09-23,444.8,0.0,0.0,20.660416666666165
2021-09-24,327.2,0.0,0.0,36.968240740740335
2021-09-25,201.7,0.0,0.0,114.61847222222175
2021-09-26,0.0,0.0,0.0,0.0
2021-09-27,62.6,0.0,0.0,203.28263888888898
2021-09-28,49.0,0.0,0.0,65.93999999999933
2021-09-29,26.1,0.0,0.0,17.387777777777
2021-09-30,505.5,0.0,0.0,117.70333333333312
2021-10-01,444.79999999999995,0.0,0.0,40.245879629629165
2021-10-02,330.2,0.0,0.0,31.06761904761857
2021-10-03,322.6,0.0,0.0,21.237037037036668
2021-10-04,92.3,0.0,0.0,22.866388888888334
2021-10-05,0.0,0.0,0.0,0.0
2021-10-06,14.4,0.0,0.0,42.2913888888885
2021-10-07,0.0,0.0,0.0,0.0
2021-10-08,164.1,0.0,0.0,43.0971111111106
2021-10-09,93.2,13.98,0.0,196.04180555555502
2021-10-10,61.9,0.0,0.0,77.144166666666
2021-10-11,92.5,0.0,0.0,19.860277777777
2021-10-12,84.9,0.0,0.0,87.55703703703666
2021-10-13,20.5,0.0,0.0,16.032222222222
2021-10-14,234.3,0.0,0.0,93.72902777777776
2021-10-15,448.6,0.0,0.0,115.45555555555542
2021-10-16,413.1,0.0,0.0,113.623148148148
2021-10-17,252.3,0.0,0.0,218.016388888889
2021-10-18,374.5,0.0,0.0,219.61827777777762
2021-10-19,217.0,0.0,0.0,366.9809027777782
2021-10-20,126.30000000000001,0.0,0.0,76.58138888888867
2021-10-21,493.1,0.0,0.0,212.49144444444443
2021-10-22,139.8,0.0,0.0,36.78208333333325
2021-10-23,311.6,0.0,0.0,247.12468253968242
2021-10-24,289.7,0.0,0.0,35.808055555555
2021-10-25,383.6,0.0,0.0,404.1197685185187
2021-10-26,31.3,7.83,0.0,17.997777777777
2021-10-27,105.2,0.0,0.0,89.606759259259
2021-10-28,228.5,0.0,0.0,178.728796296296
2021-10-29,684.1,0.0,0.0,64.45888888888842
2021-10-30,712.5,0.0,0.0,79.3208888888886
2021-10-31,0.0,0.0,0.0,0.0
2021-11-01,264.5,0.0,0.0,70.93361111111066
2021-11-02,18.5,0.0,0.0,31.196944444444
2021-11-03,70.5,0.0,0.0,6.6299999999995
2021-11-04,181.8,0.0,0.0,15.668888888888333
2021-11-05,213.2,0.0,0.0,339.809259259259
2021-11-06,58.2,0.0,0.0,38.370972222222
2021-11-07,31.3,0.0,0.0,6.255833333333
2021-11-08,57.2,0.0,0.0,65.801805555555
2021-11-09,26.5,0.0,0.0,20.793333333333
2021-11-10,139.8,0.0,0.0,86.02712962962933
2021-11-11,310.2,0.0,0.0,176.4037499999997
2021-11-12,251.6,0.0,0.0,147.33638888888862
2021-11-13,85.9,0.0,0.0,28.38999999999967
2021-11-14,0.0,0.0,0.0,0.0
2021-11-15,134.4,0.0,0.0,61.5531944444445
2021-11-16,317.9,0.0,0.0,57.24965277777725
2021-11-17,51.8,0.0,0.0,19.752592592592332
2021-11-18,61.9,0.0,0.0,93.816111111111
2021-11-19,306.4,0.0,0.0,61.6062222222218
2021-11-20,174.8,0.0,0.0,83.56768518518483
2021-11-21,23.9,0.0,0.0,49.961666666666
2021-11-22,38.4,0.0,0.0,19.542777777777
2021-11-23,46.6,0.0,0.0,231.214166666667
2021-11-24,58.2,3.13,0.0,96.56722222222199
2021-11-25,130.5,0.0,0.0,105.3342222222218
2021-11-26,81.8,0.0,0.0,31.820416666666002
2021-11-27,31.3,0.0,0.0,140.871111111111
2021-11-28,0.0,0.0,0.0,555.3075
2021-11-29,211.8,0.0,0.0,45.851944444444
2021-11-30,286.7,1.6,0.0,37.00814814814766
2021-12-01,0.0,0.0,0.0,0.0
2021-12-02,17.7,0.0,0.0,27.678333333333
2021-12-03,445.5,0.0,0.0,254.8749206349203
2021-12-04,19.3,0.0,0.0,166.252222222222
2021-12-05,0.0,0.0,0.0,0.0
2021-12-06,0.0,0.0,0.0,0.0
2021-12-07,0.0,0.0,0.0,0.0
2021-12-08,0.0,0.0,0.0,179.006666666667
2021-12-09,0.0,0.0,0.0,0.0
2021-12-10,92.5,0.0,0.0,293.174444444444
2021-12-11,74.7,0.0,0.0,394.0544444444443
2021-12-12,31.3,0.0,0.0,1005.04694444444
2021-12-13,0.0,0.0,0.0,668.969722222222
2021-12-14,26.1,0.0,0.0,255.952777777778
2021-12-15,0.0,0.0,0.0,0.0
2021-12-16,77.2,0.0,0.0,476.395
2021-12-17,61.9,0.0,0.0,546.004444444444
2021-12-18,108.5,0.0,0.0,716.5398611111116
2021-12-19,0.0,0.0,0.0,0.0
2021-12-20,0.0,0.0,0.0,0.0
2021-12-21,92.5,0.0,0.0,647.546666666667
2021-12-22,0.0,0.0,0.0,0.0
2021-12-23,0.0,0.0,0.0,0.0
2021-12-24,77.2,0.0,0.0,1113.1915277777755
2021-12-25,0.0,0.0,0.0,0.0
2021-12-26,107.8,0.0,0.0,1529.91055555556
2021-12-27,107.8,0.0,0.0,1022.54444444444
2021-12-28,0.0,0.0,0.0,0.0
2021-12-29,0.0,0.0,0.0,0.0
2021-12-30,0.0,0.0,0.0,0.0
2021-12-31,61.9,0.0,0.0,1130.87583333333
2022-01-01,0.0,0.0,0.0,0.0
2022-01-02,256.9,0.0,0.0,305.147499999999
2022-01-03,14.4,0.0,0.0,16.582222222222
2022-01-04,190.1,0.0,0.0,15.937388888888398
2022-01-05,61.9,0.0,0.0,25.9273611111105
2022-01-06,32.3,0.0,0.0,8.930833333333
2022-01-07,16.0,0.0,0.0,23.012222222222
2022-01-08,0.0,0.0,0.0,0.0
2022-01-09,64.3,0.0,0.0,47.013055555555
2022-01-10,10.7,0.0,0.0,4.336249999999501
2022-01-11,26.6,0.0,0.0,166.608055555556
2022-01-12,0.0,0.0,0.0,0.0
2022-01-13,96.3,0.0,0.0,151.815972222222
2022-01-14,63.3,0.0,0.0,47.631296296296
2022-01-15,78.69999999999999,0.0,0.0,220.926296296296
2022-01-16,0.0,0.0,0.0,0.0
2022-01-17,14.4,0.0,0.0,48.130277777777
2022-01-18,99.1,0.0,0.0,66.06541666666625
2022-01-19,28.7,0.0,0.0,56.675555555555
2022-01-20,193.2,0.0,0.0,43.643958333333
2022-01-21,204.39999999999998,0.0,0.0,251.62249999999975
2022-01-22,68.1,0.0,0.0,34.52851851851833
2022-01-23,32.3,0.0,0.0,3.210833333333
2022-01-24,0.0,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0,0.0
2022-01-26,11.7,0.0,0.0,3.477777777777
2022-01-27,195.7,0.0,0.0,63.14958333333275
2022-01-28,31.4,0.0,0.0,16.917361111111
2022-01-29,124.79999999999998,0.0,0.0,32.385694444444
2022-01-30,122.0,0.0,0.0,21.723333333333
2022-01-31,0.0,0.0,0.0,0.0
2022-02-01,96.4,0.0,0.0,18.483796296296003
2022-02-02,22.6,0.0,0.0,11.893055555555
2022-02-03,130.8,0.0,0.0,9.0502777777775
2022-02-04,305.5,0.0,0.0,116.38761904761886
2022-02-05,228.0,0.0,0.0,18.97902777777725
