date,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package
2021-06-01,3,0,6,3,0,0
2021-06-02,6,0,6,3,0,0
2021-06-03,5,0,6,2,0,0
2021-06-04,2,0,5,2,0,0
2021-06-05,1,2,2,2,0,0
2021-06-06,2,2,3,2,0,0
2021-06-07,0,1,2,2,0,0
2021-06-08,4,0,2,2,0,0
2021-06-09,5,0,4,2,0,0
2021-06-10,6,0,4,2,0,0
2021-06-11,1,0,9,1,0,0
2021-06-12,7,5,8,1,0,0
2021-06-13,8,8,8,1,0,0
2021-06-14,3,2,9,1,0,0
2021-06-15,5,0,8,1,0,0
2021-06-16,7,0,10,1,0,0
2021-06-17,6,0,12,2,0,0
2021-06-18,5,0,12,2,0,0
2021-06-19,8,3,11,2,0,0
2021-06-20,7,5,12,2,0,0
2021-06-21,3,4,14,2,0,0
2021-06-22,7,2,8,2,0,0
2021-06-23,13,0,7,2,0,0
2021-06-24,9,0,8,2,0,0
2021-06-25,8,0,5,2,0,0
2021-06-26,5,2,4,2,0,0
2021-06-27,4,4,6,2,0,0
2021-06-28,3,3,3,2,0,0
2021-06-29,4,1,6,1,0,0
2021-06-30,6,0,6,1,0,0
2021-07-01,9,0,7,1,0,0
2021-07-02,7,0,6,1,0,0
2021-07-03,5,4,7,1,0,0
2021-07-04,4,4,7,1,0,0
2021-07-05,3,3,4,1,0,0
2021-07-06,8,1,4,1,0,0
2021-07-07,12,0,6,1,0,0
2021-07-08,11,0,6,1,0,0
2021-07-09,7,0,9,1,0,0
2021-07-10,3,4,8,1,0,0
2021-07-11,4,8,7,1,0,0
2021-07-12,4,5,5,2,0,0
2021-07-13,5,3,4,2,0,0
2021-07-14,2,0,3,2,0,0
2021-07-15,4,0,5,3,0,0
2021-07-16,4,0,5,3,0,0
2021-07-17,3,5,7,2,0,0
2021-07-18,3,7,8,2,0,0
2021-07-19,6,4,6,2,0,0
2021-07-20,6,0,7,2,0,0
2021-07-21,8,0,7,2,0,0
2021-07-22,5,0,8,2,0,0
2021-07-23,4,0,5,2,0,0
2021-07-24,3,1,7,3,0,0
2021-07-25,4,5,8,3,0,0
2021-07-26,0,5,9,3,0,0
2021-07-27,2,2,12,2,0,0
2021-07-28,3,0,8,2,0,0
2021-07-29,3,0,8,2,0,0
2021-07-30,3,0,9,2,0,0
2021-07-31,4,0,8,2,0,0
2021-08-01,3,1,4,2,0,0
2021-08-02,0,1,5,1,0,0
2021-08-03,0,1,7,2,0,0
2021-08-04,1,0,6,2,0,0
2021-08-05,3,0,5,2,0,0
2021-08-06,2,0,6,1,0,0
2021-08-07,3,1,7,1,0,0
2021-08-08,4,2,5,2,0,0
2021-08-09,1,1,8,3,0,0
2021-08-10,1,1,8,3,0,0
2021-08-11,7,0,10,3,0,0
2021-08-12,5,0,15,3,0,0
2021-08-13,3,0,17,3,0,0
2021-08-14,0,1,19,2,0,0
2021-08-15,0,1,16,2,0,0
2021-08-16,0,0,14,2,0,0
2021-08-17,4,0,14,2,0,0
2021-08-18,5,0,14,2,0,0
2021-08-19,10,0,12,2,0,0
2021-08-20,7,0,13,2,0,0
2021-08-21,2,1,15,2,0,0
2021-08-22,0,1,12,2,0,0
2021-08-23,1,1,11,2,0,0
2021-08-24,3,0,12,3,0,0
2021-08-25,3,0,15,3,0,0
2021-08-26,9,0,14,3,0,0
2021-08-27,9,0,12,3,0,0
2021-08-28,6,2,11,3,0,0
2021-08-29,4,3,7,3,0,0
2021-08-30,2,2,6,3,0,0
2021-08-31,5,0,5,3,0,0
2021-09-01,6,0,3,4,0,0
2021-09-02,5,0,4,3,0,0
2021-09-03,4,0,4,3,0,0
2021-09-04,4,3,4,3,0,0
2021-09-05,3,4,4,2,0,0
2021-09-06,3,4,5,2,0,0
2021-09-07,8,1,8,3,0,0
2021-09-08,9,0,10,3,0,0
2021-09-09,8,0,12,4,0,0
2021-09-10,5,0,12,5,0,0
2021-09-11,6,2,11,6,0,0
2021-09-12,3,2,9,7,0,0
2021-09-13,5,2,9,7,0,0
2021-09-14,10,0,8,7,0,0
2021-09-15,19,0,9,7,0,0
2021-09-16,22,0,12,7,0,0
2021-09-17,12,0,10,7,0,0
2021-09-18,9,5,9,7,0,0
2021-09-19,8,9,10,7,0,0
2021-09-20,3,5,4,7,0,0
2021-09-21,9,2,10,7,0,0
2021-09-22,18,0,14,7,0,0
2021-09-23,29,0,12,7,0,0
2021-09-24,26,0,14,7,0,0
2021-09-25,16,4,11,7,0,0
2021-09-26,5,8,8,8,0,0
2021-09-27,2,4,13,7,0,0
2021-09-28,11,1,21,7,0,0
2021-09-29,24,0,23,6,0,0
2021-09-30,20,0,29,8,0,0
2021-10-01,14,0,28,5,0,0
2021-10-02,13,11,22,5,0,0
2021-10-03,13,12,20,6,0,0
2021-10-04,8,5,21,6,0,0
2021-10-05,18,0,21,7,0,0
2021-10-06,26,0,20,7,0,0
2021-10-07,34,0,16,7,0,0
2021-10-08,19,0,18,7,0,0
2021-10-09,14,8,14,7,0,0
2021-10-10,14,10,13,7,0,0
2021-10-11,1,3,11,7,0,0
2021-10-12,7,0,15,7,0,0
2021-10-13,18,0,14,7,0,0
2021-10-14,22,0,15,6,0,0
2021-10-15,24,0,19,6,0,0
2021-10-16,18,5,17,5,0,0
2021-10-17,13,13,13,5,0,0
2021-10-18,6,7,12,4,0,0
2021-10-19,14,0,10,5,0,0
2021-10-20,28,0,10,5,0,0
2021-10-21,20,0,14,4,0,0
2021-10-22,14,0,16,5,0,0
2021-10-23,9,4,19,5,0,0
2021-10-24,5,9,21,5,0,0
2021-10-25,11,7,21,5,0,0
2021-10-26,17,3,26,5,0,0
2021-10-27,22,0,29,4,0,0
2021-10-28,24,0,34,4,0,0
2021-10-29,16,0,40,4,0,0
2021-10-30,10,12,44,3,0,0
2021-10-31,6,18,41,3,0,0
2021-11-01,4,18,36,4,0,0
2021-11-02,3,4,32,4,0,0
2021-11-03,5,0,54,3,0,0
2021-11-04,7,0,67,3,0,0
2021-11-05,6,0,48,3,0,0
2021-11-06,3,0,34,3,0,0
2021-11-07,5,1,21,3,0,0
2021-11-08,6,1,13,4,0,0
2021-11-09,22,1,15,5,0,0
2021-11-10,29,0,25,5,0,0
2021-11-11,21,0,48,4,0,0
2021-11-12,39,0,61,5,0,0
2021-11-13,36,6,58,6,0,0
2021-11-14,23,7,52,6,0,0
2021-11-15,4,3,28,6,0,0
2021-11-16,21,0,24,5,0,0
2021-11-17,30,0,25,5,0,0
2021-11-18,27,0,28,5,0,0
2021-11-19,20,0,28,6,0,0
2021-11-20,17,7,20,6,0,0
2021-11-21,10,11,17,7,0,0
2021-11-22,8,7,13,8,0,0
2021-11-23,15,1,15,7,0,0
2021-11-24,33,0,21,7,0,0
2021-11-25,42,0,27,9,0,0
2021-11-26,44,0,34,10,0,0
2021-11-27,32,11,35,10,0,0
2021-11-28,22,20,32,10,0,0
2021-11-29,11,8,25,9,0,0
2021-11-30,20,4,25,9,0,0
2021-12-01,29,0,30,10,0,0
2021-12-02,41,0,35,9,0,0
2021-12-03,33,0,38,9,0,0
2021-12-04,22,14,31,9,0,0
2021-12-05,16,19,19,9,0,0
2021-12-06,3,9,15,8,0,0
2021-12-07,17,0,14,8,0,0
2021-12-08,23,0,15,7,0,0
2021-12-09,28,0,21,7,0,0
2021-12-10,26,0,19,6,0,0
2021-12-11,16,9,15,5,0,0
2021-12-12,15,14,17,4,0,0
2021-12-13,5,8,14,5,0,0
2021-12-14,14,1,18,6,0,0
2021-12-15,21,0,19,6,0,0
2021-12-16,17,0,18,5,0,0
2021-12-17,11,0,13,4,0,0
2021-12-18,5,0,9,6,0,0
2021-12-19,5,6,14,7,0,0
2021-12-20,4,5,20,8,0,0
2021-12-21,11,5,28,9,0,0
2021-12-22,13,0,43,12,0,0
2021-12-23,6,0,54,15,0,0
2021-12-24,7,0,73,16,0,0
2021-12-25,18,1,82,17,0,0
2021-12-26,12,4,85,17,0,0
2021-12-27,7,4,71,17,0,0
2021-12-28,7,1,63,17,0,0
2021-12-29,5,0,49,15,0,0
2021-12-30,9,0,33,15,0,0
2021-12-31,4,0,22,14,0,0
2022-01-01,8,0,17,13,0,0
2022-01-02,5,1,8,12,0,0
2022-01-03,2,1,4,10,0,0
2022-01-04,4,0,4,8,0,0
2022-01-05,10,0,4,4,0,0
2022-01-06,8,0,7,3,0,0
2022-01-07,4,0,7,3,0,0
2022-01-08,4,3,8,2,0,0
2022-01-09,4,3,7,2,0,0
2022-01-10,3,1,6,1,0,0
2022-01-11,8,0,11,1,0,0
2022-01-12,12,0,11,1,0,0
2022-01-13,11,0,10,1,0,0
2022-01-14,9,0,9,1,0,0
2022-01-15,8,8,5,1,0,0
2022-01-16,7,11,5,0,0,0
2022-01-17,2,6,6,0,0,0
2022-01-18,6,1,9,0,0,0
2022-01-19,12,0,9,0,0,0
2022-01-20,10,0,9,0,0,0
2022-01-21,6,0,13,0,0,0
2022-01-22,8,4,13,0,0,0
2022-01-23,6,5,14,0,0,0
2022-01-24,1,2,14,0,0,0
2022-01-25,8,0,10,0,0,0
