date,turnover,discount,booking_fees,lead_time_hours
2021-06-01,310.4,0.0,8.0,30.84654761904714
2021-06-02,436.0,0.0,4.0,116.36514957264923
2021-06-03,369.7,0.0,32.0,153.01133838383828
2021-06-04,1354.2,54.599999999999994,108.0,133.37556146572072
2021-06-05,298.7,2.16,40.0,160.77520202020173
2021-06-06,409.9,0.0,32.0,46.77087301587257
2021-06-07,593.9,0.0,84.0,150.97906249999988
2021-06-08,579.6,2.0,80.0,173.79594135802455
2021-06-09,299.0,0.0,56.0,145.9854166666664
2021-06-10,554.6,0.0,44.0,163.31343434343427
2021-06-11,1194.4,24.0,124.0,184.9218393393392
2021-06-12,781.0,33.8,80.0,120.29798245614
2021-06-13,378.5,0.0,36.0,271.6426388888886
2021-06-14,916.3,0.0,84.0,94.75999999999966
2021-06-15,362.2,6.0,68.0,126.84856837606816
2021-06-16,632.0,2.0,108.0,138.9257163742688
2021-06-17,616.3,0.0,88.0,144.09403703703674
2021-06-18,1188.6,40.519999999999996,208.0,131.50079945799425
2021-06-19,372.9,10.34,56.0,240.30955882352936
2021-06-20,521.8,0.0,64.0,122.13577777777759
2021-06-21,554.1,10.77,96.0,176.08009920634865
2021-06-22,368.09999999999997,0.0,88.0,168.01624999999984
2021-06-23,638.9,0.0,76.0,85.68279320987628
2021-06-24,496.0,6.0,92.0,172.46939236111075
2021-06-25,898.4,27.599999999999998,136.0,249.5785360360358
2021-06-26,365.2,17.799999999999997,72.0,205.44376068376047
2021-06-27,448.6,0.0,56.0,332.0075173611106
2021-06-28,660.5,29.91,92.0,201.21700617283935
2021-06-29,477.5,45.45,56.0,209.57562091503272
2021-06-30,302.09999999999997,22.71,48.0,120.6521388888887
2021-07-01,762.6,75.57,96.0,161.48052777777755
2021-07-02,992.3,43.67,108.0,160.2982777777774
2021-07-03,379.0,17.1,40.0,335.07775641025614
2021-07-04,451.6,3.57,60.0,254.766452991453
2021-07-05,794.3,8.0,124.0,76.09563333333296
2021-07-06,986.4,2.0,164.0,103.37761111111077
2021-07-07,622.6,9.18,84.0,137.4870659722218
2021-07-08,538.0,9.18,64.0,141.7703148148148
2021-07-09,773.4,0.0,96.0,113.95169871794839
2021-07-10,723.7,24.1,80.0,275.0846198830409
2021-07-11,496.4,9.3,68.0,45.57655982905931
2021-07-12,699.1,12.0,112.0,214.78037037037
2021-07-13,506.4,2.0,52.0,199.038813131313
2021-07-14,816.4,0.0,76.0,110.00894444444421
2021-07-15,421.3,0.0,44.0,36.9058055555553
2021-07-16,620.0,13.2,96.0,173.74352657004812
2021-07-17,479.4,18.2,80.0,101.77906249999968
2021-07-18,346.7,16.5,48.0,193.56128472222187
2021-07-19,878.9,6.0,140.0,166.84048611111095
2021-07-20,1023.3,6.42,84.0,245.4926010101006
2021-07-21,662.8,6.0,104.0,213.2844298245608
2021-07-22,570.6,0.0,80.0,193.66769841269848
2021-07-23,803.7,34.3,108.0,120.89513285024108
2021-07-24,317.0,4.6,52.0,172.99489898989836
2021-07-25,628.3,0.0,76.0,257.5517424242421
2021-07-26,604.0,0.0,84.0,220.27494444444406
2021-07-27,478.8,2.0,64.0,235.58856837606817
2021-07-28,492.9,0.0,56.0,126.877972222222
2021-07-29,264.5,0.0,36.0,72.38076388888862
2021-07-30,473.5,38.4,48.0,262.7929914529915
2021-07-31,493.0,0.0,52.0,132.30587301587263
2021-08-01,572.3,0.0,76.0,273.635052083333
2021-08-02,776.4,0.0,92.0,370.8599019607839
2021-08-03,405.0,0.0,72.0,114.75597222222142
2021-08-04,434.1,0.0,60.0,87.79103535353491
2021-08-05,316.0,1.99,40.0,185.1805246913578
2021-08-06,416.7,8.6,60.0,155.7781481481478
2021-08-07,422.3,29.8,20.0,569.1505555555557
