date,turnover,discount,booking_fees,lead_time_hours
2021-06-01,0.0,0.0,0.0,0.0
2021-06-02,38.0,0.0,0.0,20.334444444444
2021-06-03,38.0,0.0,0.0,12.742777777777
2021-06-04,4.4,0.0,5.5,6.025
2021-06-05,88.0,10.0,0.0,16.1112499999995
2021-06-06,85.0,0.0,0.0,3.073333333333
2021-06-07,85.0,0.0,5.5,64.041944444444
2021-06-08,22.5,0.0,5.5,8.383611111111
2021-06-09,161.0,0.0,5.5,110.55037037036999
2021-06-10,123.0,0.0,5.5,27.027361111111002
2021-06-11,338.0,0.0,5.5,168.7888888888885
2021-06-12,100.0,0.0,0.0,103.696111111111
2021-06-13,0.0,0.0,0.0,0.0
2021-06-14,141.0,0.0,11.0,37.385833333333
2021-06-15,113.8,0.0,5.5,148.757962962963
2021-06-16,36.5,0.0,5.5,15.861388888888
2021-06-17,161.0,0.0,5.5,16.982037037036665
2021-06-18,285.0,0.0,5.5,135.6547777777778
2021-06-19,94.4,0.0,5.5,103.306944444444
2021-06-20,4.4,0.0,0.0,25.441388888888
2021-06-21,60.3,0.0,0.0,62.6235416666665
2021-06-22,0.0,0.0,0.0,0.0
2021-06-23,141.0,0.0,0.0,97.050833333333
2021-06-24,6.4,0.0,5.5,12.519444444444
2021-06-25,133.6,0.0,5.5,12.387777777777666
2021-06-26,126.0,0.0,5.5,21.273240740740334
2021-06-27,26.299999999999997,0.0,5.5,22.598518518517665
2021-06-28,46.0,2.4000000000000004,0.0,10.616388888888332
2021-06-29,271.0,45.0,0.0,51.8336111111105
2021-06-30,38.0,0.0,5.5,81.408055555555
2021-07-01,38.0,0.0,0.0,17.0775
2021-07-02,393.52,61.7,5.5,246.8659444444444
2021-07-03,317.4,53.870000000000005,5.5,40.41472222222183
2021-07-04,121.52,3.0,5.5,57.1131944444445
2021-07-05,294.5,41.55,16.5,209.2364999999996
2021-07-06,198.51999999999998,18.4,0.0,129.5863888888885
2021-07-07,277.1,40.62,11.0,94.27976851851815
2021-07-08,174.1,34.82,5.5,32.02240740740683
2021-07-09,644.04,116.3,0.0,72.363456790123
2021-07-10,123.0,24.599999999999998,0.0,44.19189814814783
2021-07-11,236.42,36.08,5.5,129.45486111111074
2021-07-12,224.0,44.8,16.5,29.3831249999995
2021-07-13,0.0,0.0,0.0,0.0
2021-07-14,111.2,5.24,0.0,717.1373148148144
2021-07-15,254.51999999999998,50.9,5.5,40.368333333333005
2021-07-16,250.0,50.0,5.5,84.21993055555525
