date,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30
2021-06-01,19,0,8,3,3,3,2,0,19,0,0,0
2021-06-02,17,0,6,4,3,3,1,0,17,0,0,0
2021-06-03,17,0,5,5,1,5,1,0,17,0,0,0
2021-06-04,15,0,4,5,1,4,1,0,15,0,0,0
2021-06-05,20,0,7,6,2,5,0,0,20,0,0,0
2021-06-06,13,0,5,2,1,5,0,0,13,0,0,0
2021-06-07,8,0,5,0,2,1,0,0,8,0,0,0
2021-06-08,19,0,9,3,1,4,0,2,19,0,0,0
2021-06-09,22,0,10,4,1,5,1,1,22,0,0,0
2021-06-10,22,0,9,5,2,5,0,1,22,0,0,0
2021-06-11,22,0,8,2,4,6,0,2,22,0,0,0
2021-06-12,22,0,5,4,5,7,0,1,22,0,0,0
2021-06-13,23,0,7,4,4,6,1,1,23,0,0,0
2021-06-14,17,0,4,3,5,4,1,0,17,0,0,0
2021-06-15,18,0,8,1,4,4,1,0,18,0,0,0
2021-06-16,24,0,8,2,4,9,1,0,24,0,0,0
2021-06-17,24,0,10,2,4,8,0,0,24,0,0,0
2021-06-18,22,0,10,2,5,5,0,0,22,0,0,0
2021-06-19,25,0,12,2,7,2,2,0,25,0,0,0
2021-06-20,28,0,13,1,8,3,3,0,28,0,0,0
2021-06-21,13,0,5,0,4,1,3,0,13,0,0,0
2021-06-22,22,0,6,2,4,3,7,0,22,0,0,0
2021-06-23,25,0,8,3,4,3,7,0,25,0,0,0
2021-06-24,20,0,6,3,3,3,5,0,20,0,0,0
2021-06-25,19,0,4,3,5,4,3,0,19,0,0,0
2021-06-26,24,0,5,5,8,3,1,2,23,1,0,0
2021-06-27,26,0,8,4,8,2,2,2,25,1,0,0
2021-06-28,16,0,6,3,3,2,2,0,16,0,0,0
2021-06-29,21,0,3,2,5,3,8,0,21,0,0,0
2021-06-30,11,0,2,1,3,2,2,1,11,0,0,0
2021-07-01,17,0,4,2,6,3,1,1,17,0,0,0
2021-07-02,17,0,4,2,6,2,3,0,17,0,0,0
2021-07-03,22,0,4,5,7,3,3,0,22,0,0,0
2021-07-04,18,0,4,5,5,3,1,0,18,0,0,0
2021-07-05,20,0,3,6,4,5,2,0,20,0,0,0
2021-07-06,21,0,4,4,4,7,2,0,21,0,0,0
2021-07-07,22,0,4,2,5,5,5,1,22,0,0,0
2021-07-08,24,0,3,4,5,6,5,1,24,0,0,0
2021-07-09,16,0,4,4,3,4,1,0,16,0,0,0
2021-07-10,25,0,4,8,8,1,4,0,25,0,0,0
2021-07-11,26,0,8,7,7,1,3,0,26,0,0,0
2021-07-12,23,0,7,7,3,2,3,1,23,0,0,0
2021-07-13,23,0,8,3,5,2,3,2,23,0,0,0
2021-07-14,20,0,6,5,3,2,2,2,20,0,0,0
2021-07-15,20,0,4,2,6,1,5,2,20,0,0,0
2021-07-16,22,0,5,5,5,1,3,3,22,0,0,0
2021-07-17,28,0,5,8,5,2,5,3,28,0,0,0
2021-07-18,25,0,4,9,4,3,2,3,24,1,0,0
2021-07-19,17,0,3,5,3,3,0,3,17,0,0,0
2021-07-20,20,0,11,2,2,2,1,2,19,1,0,0
2021-07-21,26,0,15,2,3,5,1,0,26,0,0,0
2021-07-22,27,0,14,3,5,3,2,0,27,0,0,0
2021-07-23,21,0,11,4,3,1,2,0,19,2,0,0
2021-07-24,26,0,10,7,6,1,1,1,26,0,0,0
2021-07-25,24,0,9,6,5,1,1,2,24,0,0,0
2021-07-26,17,0,6,1,5,2,1,2,17,0,0,0
2021-07-27,17,0,8,3,2,0,3,1,17,0,0,0
2021-07-28,19,0,11,1,2,0,3,2,19,0,0,0
2021-07-29,21,0,9,2,2,1,5,2,20,1,0,0
2021-07-30,15,0,8,1,4,0,0,2,15,0,0,0
2021-07-31,16,0,5,4,4,0,1,2,15,1,0,0
2021-08-01,19,0,6,5,3,0,4,1,19,0,0,0
2021-08-02,23,0,8,3,3,2,6,1,23,0,0,0
2021-08-03,27,0,8,3,6,2,7,1,27,0,0,0
2021-08-04,26,0,7,3,7,2,6,1,26,0,0,0
2021-08-05,25,0,7,2,7,2,6,1,25,0,0,0
2021-08-06,25,0,7,3,7,2,5,1,25,0,0,0
2021-08-07,23,0,5,2,8,3,4,1,23,0,0,0
2021-08-08,16,0,3,2,6,3,1,1,16,0,0,0
2021-08-09,15,0,5,1,5,3,1,0,15,0,0,0
2021-08-10,21,0,9,1,5,2,4,0,21,0,0,0
2021-08-11,26,0,9,0,8,3,6,0,26,0,0,0
2021-08-12,24,0,9,0,7,3,5,0,24,0,0,0
2021-08-13,19,0,8,1,6,2,2,0,19,0,0,0
