date,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30
2021-06-01,12,0,6,2,3,0,1,0,12,0,0,0
2021-06-02,8,0,4,0,3,1,0,0,8,0,0,0
2021-06-03,12,0,8,1,2,1,0,0,12,0,0,0
2021-06-04,11,0,8,0,1,1,1,0,11,0,0,0
2021-06-05,42,0,8,17,0,11,1,5,42,0,0,0
2021-06-06,49,0,16,17,1,10,0,5,49,0,0,0
2021-06-07,13,0,5,6,0,2,0,0,13,0,0,0
2021-06-08,10,0,5,2,2,1,0,0,10,0,0,0
2021-06-09,12,0,4,1,5,2,0,0,12,0,0,0
2021-06-10,21,0,7,3,5,4,0,2,21,0,0,0
2021-06-11,16,0,6,2,6,1,0,1,16,0,0,0
2021-06-12,45,0,8,11,10,10,0,6,45,0,0,0
2021-06-13,55,0,16,13,10,10,0,6,55,0,0,0
2021-06-14,28,0,7,7,5,6,0,3,28,0,0,0
2021-06-15,10,0,6,3,0,1,0,0,10,0,0,0
2021-06-16,10,0,4,4,1,1,0,0,10,0,0,0
2021-06-17,10,0,5,4,1,0,0,0,10,0,0,0
2021-06-18,8,0,4,2,2,0,0,0,8,0,0,0
2021-06-19,42,0,5,11,6,9,0,11,41,1,0,0
2021-06-20,56,0,15,11,6,12,0,12,56,0,0,0
2021-06-21,18,0,7,4,3,3,0,1,18,0,0,0
2021-06-22,14,0,7,2,1,4,0,0,14,0,0,0
2021-06-23,21,0,10,2,2,5,1,1,21,0,0,0
2021-06-24,24,0,9,4,3,7,0,1,24,0,0,0
2021-06-25,27,0,12,7,2,4,0,2,27,0,0,0
2021-06-26,48,0,13,13,6,11,0,5,47,1,0,0
2021-06-27,60,0,26,12,6,11,0,5,60,0,0,0
2021-06-28,21,0,10,2,2,5,0,2,21,0,0,0
2021-06-29,14,0,4,1,3,5,1,0,14,0,0,0
2021-06-30,14,0,6,1,3,4,0,0,14,0,0,0
2021-07-01,13,0,4,1,6,2,0,0,13,0,0,0
2021-07-02,12,3,9,1,3,1,0,1,15,0,0,0
2021-07-03,34,5,6,9,7,10,0,7,39,0,0,0
2021-07-04,45,5,14,8,9,13,0,6,50,0,0,0
2021-07-05,21,3,5,4,7,6,0,2,24,0,0,0
2021-07-06,13,0,4,1,4,2,0,2,13,0,0,0
2021-07-07,17,2,7,3,4,3,0,2,19,0,0,0
2021-07-08,17,1,4,4,6,1,1,2,17,1,0,0
2021-07-09,22,1,7,4,9,1,0,2,23,0,0,0
2021-07-10,36,5,5,8,13,9,1,5,41,0,0,0
2021-07-11,45,8,9,7,19,13,1,4,53,0,0,0
2021-07-12,25,3,6,2,11,5,1,3,27,1,0,0
2021-07-13,24,7,8,1,13,6,1,2,31,0,0,0
2021-07-14,24,3,5,2,10,5,1,4,27,0,0,0
2021-07-15,36,2,10,4,11,6,1,6,36,2,0,0
2021-07-16,39,4,14,3,10,7,3,6,42,1,0,0
2021-07-17,59,4,15,12,12,12,3,9,62,1,0,0
2021-07-18,53,5,15,11,13,10,1,8,58,0,0,0
2021-07-19,19,4,3,6,6,3,1,4,23,0,0,0
2021-07-20,20,4,5,6,8,3,1,1,24,0,0,0
2021-07-21,22,8,8,6,7,5,3,1,30,0,0,0
2021-07-22,18,6,5,6,4,5,2,2,23,1,0,0
2021-07-23,16,3,1,5,3,6,2,2,19,0,0,0
2021-07-24,44,5,5,12,9,10,2,11,48,1,0,0
2021-07-25,57,6,16,14,10,11,2,10,63,0,0,0
2021-07-26,24,5,9,5,5,5,2,3,29,0,0,0
2021-07-27,20,3,9,4,4,3,1,2,23,0,0,0
2021-07-28,23,4,12,3,5,4,0,3,27,0,0,0
2021-07-29,27,4,12,3,8,4,0,4,31,0,0,0
2021-07-30,23,4,9,2,8,4,1,3,27,0,0,0
2021-07-31,40,4,5,5,13,11,2,8,44,0,0,0
2021-08-01,52,4,9,7,20,10,2,8,56,0,0,0
2021-08-02,32,4,8,2,13,7,0,6,36,0,0,0
2021-08-03,19,4,7,1,9,5,0,1,23,0,0,0
2021-08-04,19,5,7,2,8,6,0,1,24,0,0,0
2021-08-05,19,6,8,4,6,6,0,1,25,0,0,0
2021-08-06,28,10,8,5,13,9,0,3,37,1,0,0
2021-08-07,44,15,12,6,17,12,0,12,59,0,0,0
2021-08-08,48,15,18,5,16,11,1,12,63,0,0,0
2021-08-09,34,9,15,4,11,8,1,4,43,0,0,0
2021-08-10,26,8,15,2,9,5,1,2,34,0,0,0
2021-08-11,25,7,14,2,9,5,1,1,32,0,0,0
2021-08-12,25,8,14,4,8,5,1,1,32,1,0,0
2021-08-13,26,8,13,4,7,7,1,2,34,0,0,0
