date,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30
2021-06-01,87,0,21,18,25,12,11,0,85,2,0,0
2021-06-02,100,0,24,17,25,20,13,1,100,0,0,0
2021-06-03,120,0,31,21,31,22,13,2,120,0,0,0
2021-06-04,114,0,31,24,30,16,9,4,114,0,0,0
2021-06-05,157,0,32,45,39,20,10,11,157,0,0,0
2021-06-06,175,0,39,47,45,18,14,12,175,0,0,0
2021-06-07,105,0,23,20,29,15,11,7,103,2,0,0
2021-06-08,89,0,24,14,26,17,4,4,88,1,0,0
2021-06-09,108,0,29,16,37,19,6,1,108,0,0,0
2021-06-10,124,0,33,21,37,22,8,3,124,0,0,0
2021-06-11,141,0,30,28,41,28,8,6,141,0,0,0
2021-06-12,218,0,47,55,55,38,8,15,218,0,0,0
2021-06-13,240,0,62,50,66,35,12,15,240,0,0,0
2021-06-14,145,0,45,17,45,21,10,7,144,1,0,0
2021-06-15,117,0,39,15,38,17,5,3,117,0,0,0
2021-06-16,120,0,39,21,33,16,10,1,119,1,0,0
2021-06-17,125,0,37,33,29,20,6,0,125,0,0,0
2021-06-18,162,0,29,49,38,28,14,4,160,2,0,0
2021-06-19,236,0,41,70,58,34,20,13,233,3,0,0
2021-06-20,244,0,50,72,59,34,14,15,243,1,0,0
2021-06-21,160,0,29,42,47,19,16,7,160,0,0,0
2021-06-22,135,0,35,24,38,12,22,4,134,1,0,0
2021-06-23,142,0,40,29,31,16,24,2,142,0,0,0
2021-06-24,149,0,39,30,35,21,18,6,148,1,0,0
2021-06-25,162,0,35,29,47,24,21,6,162,0,0,0
2021-06-26,214,0,46,44,49,35,28,12,213,1,0,0
2021-06-27,215,0,56,45,50,33,19,12,214,1,0,0
2021-06-28,159,0,47,30,40,19,17,6,158,1,0,0
2021-06-29,129,0,39,28,27,15,15,5,129,0,0,0
2021-06-30,144,0,54,25,29,13,18,5,144,0,0,0
2021-07-01,123,0,42,30,23,8,13,7,123,0,0,0
2021-07-02,137,0,31,42,26,10,18,10,136,1,0,0
2021-07-03,207,0,43,68,41,21,18,16,207,0,0,0
2021-07-04,218,0,53,68,41,24,16,16,218,0,0,0
2021-07-05,164,0,37,44,33,20,15,15,164,0,0,0
2021-07-06,151,0,43,27,31,23,16,11,151,0,0,0
2021-07-07,162,0,46,27,31,24,21,13,162,0,0,0
2021-07-08,169,0,49,28,31,24,26,11,169,0,0,0
2021-07-09,173,0,53,30,39,23,16,12,173,0,0,0
2021-07-10,215,0,57,47,47,31,13,20,214,1,0,0
2021-07-11,255,0,83,47,54,33,18,20,255,0,0,0
2021-07-12,219,0,76,32,51,28,17,15,219,0,0,0
2021-07-13,201,0,64,30,47,26,20,14,199,2,0,0
2021-07-14,187,0,53,31,48,22,21,12,187,0,0,0
2021-07-15,190,0,61,26,49,24,22,8,190,0,0,0
2021-07-16,194,0,70,26,44,21,25,8,194,0,0,0
2021-07-17,231,0,80,35,56,28,25,7,231,0,0,0
2021-07-18,227,0,81,39,51,28,22,6,225,2,0,0
2021-07-19,150,0,59,23,27,18,17,6,150,0,0,0
2021-07-20,164,0,64,18,38,14,24,6,164,0,0,0
2021-07-21,177,0,69,21,39,16,26,6,176,1,0,0
2021-07-22,177,0,66,23,35,17,27,9,177,0,0,0
2021-07-23,179,0,54,30,39,19,28,9,179,0,0,0
2021-07-24,206,0,57,45,40,22,27,15,205,1,0,0
2021-07-25,211,0,60,43,46,22,27,13,210,1,0,0
2021-07-26,171,0,52,27,44,19,23,6,170,1,0,0
2021-07-27,157,0,55,19,36,20,21,6,155,2,0,0
2021-07-28,166,0,56,24,38,18,23,7,164,2,0,0
2021-07-29,164,0,51,21,40,17,28,7,162,2,0,0
2021-07-30,142,0,43,26,30,16,18,9,140,2,0,0
2021-07-31,165,0,42,42,40,15,18,8,165,0,0,0
2021-08-01,170,0,46,42,40,15,20,7,169,1,0,0
2021-08-02,132,0,36,30,35,10,14,7,132,0,0,0
2021-08-03,147,0,45,24,44,9,18,7,146,1,0,0
2021-08-04,168,0,49,25,55,10,22,7,168,0,0,0
2021-08-05,182,0,48,34,57,10,27,6,182,0,0,0
2021-08-06,177,0,47,36,54,13,20,7,177,0,0,0
2021-08-07,186,0,50,38,52,18,16,12,185,1,0,0
2021-08-08,170,0,53,35,43,18,12,9,170,0,0,0
2021-08-09,164,0,57,27,42,17,17,4,164,0,0,0
2021-08-10,181,0,68,26,44,15,25,3,181,0,0,0
2021-08-11,202,0,77,27,43,18,33,4,201,1,0,0
