date,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30
2021-06-01,6,0,3,0,1,1,1,0,6,0,0,0
2021-06-02,4,0,3,0,0,1,0,0,4,0,0,0
2021-06-03,5,0,2,0,0,2,0,1,5,0,0,0
2021-06-04,2,0,1,0,0,0,0,1,2,0,0,0
2021-06-05,3,0,3,0,0,0,0,0,3,0,0,0
2021-06-06,4,0,4,0,0,0,0,0,4,0,0,0
2021-06-07,3,0,2,0,0,0,0,1,3,0,0,0
2021-06-08,4,0,2,0,1,0,0,1,4,0,0,0
2021-06-09,7,0,4,0,2,0,0,1,7,0,0,0
2021-06-10,9,0,4,0,2,1,0,2,9,0,0,0
2021-06-11,9,0,3,0,2,1,0,3,9,0,0,0
2021-06-12,11,0,1,2,4,1,0,3,11,0,0,0
2021-06-13,10,0,1,2,4,2,0,1,10,0,0,0
2021-06-14,7,0,0,0,4,3,0,0,7,0,0,0
2021-06-15,9,0,2,2,2,3,0,0,9,0,0,0
2021-06-16,7,0,1,2,2,2,0,0,7,0,0,0
2021-06-17,5,0,2,1,2,0,0,0,5,0,0,0
2021-06-18,6,0,0,2,3,0,0,1,6,0,0,0
2021-06-19,13,0,1,4,3,3,0,2,13,0,0,0
2021-06-20,12,0,1,3,4,3,0,1,12,0,0,0
2021-06-21,8,0,0,3,4,1,0,0,8,0,0,0
2021-06-22,4,0,0,0,3,0,0,1,4,0,0,0
2021-06-23,4,0,0,1,1,0,0,2,4,0,0,0
2021-06-24,4,0,0,1,1,1,0,1,4,0,0,0
2021-06-25,5,0,0,2,1,2,0,0,5,0,0,0
2021-06-26,7,0,2,2,0,2,0,1,7,0,0,0
2021-06-27,11,0,4,2,0,3,0,2,11,0,0,0
2021-06-28,8,0,3,0,1,3,0,1,8,0,0,0
2021-06-29,5,0,2,0,0,3,0,0,5,0,0,0
2021-06-30,6,0,0,1,2,3,0,0,6,0,0,0
2021-07-01,6,0,1,1,1,3,0,0,6,0,0,0
2021-07-02,8,0,0,2,1,4,0,1,7,1,0,0
2021-07-03,15,0,1,5,2,5,0,2,15,0,0,0
2021-07-04,15,0,4,6,2,3,0,0,15,0,0,0
2021-07-05,7,0,3,3,0,1,0,0,7,0,0,0
2021-07-06,4,0,2,2,0,0,0,0,4,0,0,0
2021-07-07,6,0,4,2,0,0,0,0,6,0,0,0
2021-07-08,12,0,7,3,1,0,1,0,12,0,0,0
2021-07-09,12,0,6,2,2,1,1,0,12,0,0,0
2021-07-10,15,0,4,5,2,3,1,0,15,0,0,0
2021-07-11,16,0,5,3,2,4,1,1,15,0,1,0
2021-07-12,13,0,4,1,2,5,1,0,13,0,0,0
2021-07-13,15,0,3,0,4,7,1,0,14,1,0,0
2021-07-14,14,0,2,1,5,5,1,0,14,0,0,0
2021-07-15,13,0,1,1,5,5,1,0,13,0,0,0
2021-07-16,15,0,4,2,5,3,1,0,15,0,0,0
2021-07-17,20,0,6,3,6,5,0,0,20,0,0,0
2021-07-18,19,0,3,3,7,4,1,1,17,2,0,0
2021-07-19,13,0,3,1,5,3,1,0,13,0,0,0
2021-07-20,12,0,2,1,4,3,1,1,12,0,0,0
2021-07-21,12,0,2,2,4,2,1,1,12,0,0,0
2021-07-22,14,0,5,4,2,1,1,1,14,0,0,0
2021-07-23,13,0,3,5,2,1,1,1,13,0,0,0
2021-07-24,18,0,4,6,3,2,1,2,17,1,0,0
2021-07-25,17,0,4,6,4,2,0,1,17,0,0,0
2021-07-26,13,0,2,4,5,2,0,0,13,0,0,0
2021-07-27,13,0,3,3,4,3,0,0,13,0,0,0
2021-07-28,16,0,4,2,5,5,0,0,16,0,0,0
2021-07-29,17,0,6,2,4,5,0,0,17,0,0,0
2021-07-30,17,0,6,3,3,5,0,0,17,0,0,0
2021-07-31,21,0,7,5,4,5,0,0,21,0,0,0
2021-08-01,21,0,10,5,2,3,1,0,21,0,0,0
2021-08-02,16,0,6,5,0,4,1,0,16,0,0,0
2021-08-03,18,0,7,5,1,4,1,0,18,0,0,0
2021-08-04,18,0,7,5,2,3,1,0,18,0,0,0
2021-08-05,20,0,8,5,3,3,1,0,20,0,0,0
2021-08-06,20,0,5,6,2,6,1,0,20,0,0,0
2021-08-07,26,0,5,7,2,7,1,4,24,2,0,0
2021-08-08,28,0,8,4,4,7,1,4,28,0,0,0
2021-08-09,21,0,4,1,6,7,1,2,21,0,0,0
2021-08-10,28,0,5,2,6,11,2,2,27,1,0,0
2021-08-11,25,0,4,3,7,7,1,3,25,0,0,0
2021-08-12,27,0,6,4,9,5,1,2,27,0,0,0
2021-08-13,26,0,4,6,8,4,2,2,26,0,0,0
2021-08-14,24,0,4,8,5,3,1,3,24,0,0,0
2021-08-15,25,0,4,9,6,3,0,3,25,0,0,0
2021-08-16,20,0,5,5,7,2,0,1,20,0,0,0
2021-08-17,24,0,5,5,8,4,1,1,24,0,0,0
2021-08-18,20,0,5,5,7,2,1,0,20,0,0,0
2021-08-19,19,0,5,5,6,2,1,0,19,0,0,0
2021-08-20,18,0,4,6,5,3,0,0,18,0,0,0
2021-08-21,12,0,1,5,4,1,1,0,12,0,0,0
2021-08-22,13,0,4,3,4,1,1,0,13,0,0,0
2021-08-23,7,0,1,2,4,0,0,0,7,0,0,0
2021-08-24,8,0,3,1,3,0,0,1,8,0,0,0
2021-08-25,9,0,4,1,4,0,0,0,9,0,0,0
2021-08-26,13,0,5,1,6,1,0,0,13,0,0,0
2021-08-27,12,0,6,1,4,1,0,0,12,0,0,0
2021-08-28,11,0,4,2,3,1,0,1,11,0,0,0
2021-08-29,16,0,4,5,4,1,0,2,15,1,0,0
2021-08-30,6,0,2,2,2,0,0,0,6,0,0,0
2021-08-31,8,0,3,2,2,1,0,0,8,0,0,0
2021-09-01,5,0,2,0,2,1,0,0,5,0,0,0
2021-09-02,6,0,2,0,2,1,0,1,5,1,0,0
2021-09-03,10,0,2,1,2,1,0,4,5,5,0,0
2021-09-04,16,0,2,5,3,1,0,5,10,4,2,0
2021-09-05,20,0,2,9,4,4,0,1,10,10,0,0
