date,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30
2021-06-01,12,0,3,5,1,2,0,1,12,0,0,0
2021-06-02,15,0,2,6,4,2,0,1,15,0,0,0
2021-06-03,13,0,1,5,3,1,2,1,13,0,0,0
2021-06-04,9,0,1,5,2,1,0,0,9,0,0,0
2021-06-05,7,0,0,3,2,2,0,0,7,0,0,0
2021-06-06,9,0,0,4,3,2,0,0,9,0,0,0
2021-06-07,5,0,0,1,3,1,0,0,5,0,0,0
2021-06-08,8,0,0,2,3,2,1,0,8,0,0,0
2021-06-09,11,0,1,1,5,2,2,0,11,0,0,0
2021-06-10,12,0,2,2,4,2,2,0,12,0,0,0
2021-06-11,11,0,4,2,2,2,1,0,11,0,0,0
2021-06-12,21,0,8,5,4,4,0,0,21,0,0,0
2021-06-13,25,0,11,5,3,6,0,0,25,0,0,0
2021-06-14,15,0,6,3,2,4,0,0,15,0,0,0
2021-06-15,14,0,4,4,1,3,2,0,14,0,0,0
2021-06-16,18,0,4,3,5,4,2,0,18,0,0,0
2021-06-17,20,0,3,5,6,3,3,0,20,0,0,0
2021-06-18,19,0,4,5,6,1,3,0,19,0,0,0
2021-06-19,24,0,3,6,10,2,3,0,24,0,0,0
2021-06-20,26,0,5,5,10,3,3,0,26,0,0,0
2021-06-21,23,0,5,4,9,3,2,0,23,0,0,0
2021-06-22,19,0,5,4,5,3,2,0,19,0,0,0
2021-06-23,22,0,5,3,5,4,1,4,21,1,0,0
2021-06-24,19,0,3,4,4,8,0,0,19,0,0,0
2021-06-25,15,0,4,3,4,4,0,0,15,0,0,0
2021-06-26,13,0,3,4,2,3,0,1,13,0,0,0
2021-06-27,16,0,4,4,4,2,1,1,16,0,0,0
2021-06-28,11,0,4,3,2,1,1,0,11,0,0,0
2021-06-29,12,0,3,4,2,2,1,0,12,0,0,0
2021-06-30,13,0,2,3,3,2,3,0,13,0,0,0
2021-07-01,17,0,6,4,3,1,3,0,17,0,0,0
2021-07-02,14,0,5,4,2,3,0,0,13,1,0,0
2021-07-03,17,0,1,5,7,3,1,0,17,0,0,0
2021-07-04,16,0,1,4,7,3,1,0,15,1,0,0
2021-07-05,11,0,1,3,4,1,2,0,11,0,0,0
2021-07-06,14,0,1,4,5,3,1,0,14,0,0,0
2021-07-07,19,0,2,5,5,3,3,1,19,0,0,0
2021-07-08,18,0,1,4,4,5,3,1,18,0,0,0
2021-07-09,17,0,4,3,3,4,2,1,17,0,0,0
2021-07-10,16,0,1,5,4,3,1,2,16,0,0,0
2021-07-11,20,0,5,4,5,3,1,2,20,0,0,0
2021-07-12,16,0,5,2,5,2,2,0,16,0,0,0
2021-07-13,14,0,4,3,2,1,4,0,13,1,0,0
2021-07-14,7,0,1,4,1,0,1,0,7,0,0,0
2021-07-15,12,0,4,4,2,1,0,1,12,0,0,0
2021-07-16,12,0,3,4,3,1,0,1,12,0,0,0
2021-07-17,17,0,3,5,4,2,2,1,17,0,0,0
2021-07-18,20,0,6,6,3,2,2,1,20,0,0,0
2021-07-19,18,0,5,4,4,2,1,2,18,0,0,0
2021-07-20,15,0,3,0,5,3,2,2,15,0,0,0
2021-07-21,17,0,4,1,4,3,4,1,16,1,0,0
2021-07-22,15,0,4,0,4,2,5,0,15,0,0,0
2021-07-23,11,0,2,1,5,2,0,1,11,0,0,0
2021-07-24,14,0,4,2,4,3,0,1,14,0,0,0
2021-07-25,20,0,7,2,5,3,1,2,20,0,0,0
2021-07-26,17,0,6,1,4,4,1,1,17,0,0,0
2021-07-27,18,0,7,2,4,3,1,1,18,0,0,0
2021-07-28,13,0,6,2,2,3,0,0,13,0,0,0
2021-07-29,13,0,6,2,3,2,0,0,13,0,0,0
2021-07-30,14,0,8,1,3,2,0,0,13,1,0,0
2021-07-31,14,0,8,1,3,1,1,0,14,0,0,0
2021-08-01,10,0,4,1,2,1,2,0,10,0,0,0
2021-08-02,7,0,4,1,0,1,1,0,7,0,0,0
2021-08-03,10,0,6,1,1,1,1,0,10,0,0,0
2021-08-04,9,0,6,1,1,1,0,0,9,0,0,0
2021-08-05,10,0,6,1,1,1,1,0,9,1,0,0
2021-08-06,9,0,4,1,3,1,0,0,9,0,0,0
2021-08-07,12,0,4,2,3,1,2,0,12,0,0,0
2021-08-08,13,0,3,2,4,1,3,0,13,0,0,0
2021-08-09,13,0,6,1,3,0,3,0,13,0,0,0
2021-08-10,13,0,7,1,4,0,1,0,13,0,0,0
2021-08-11,20,0,7,5,3,2,3,0,19,1,0,0
2021-08-12,23,0,6,6,7,1,3,0,23,0,0,0
2021-08-13,23,0,7,4,7,1,4,0,23,0,0,0
2021-08-14,22,0,8,6,5,1,2,0,22,0,0,0
2021-08-15,19,0,6,6,5,1,1,0,19,0,0,0
2021-08-16,16,0,5,3,7,0,1,0,16,0,0,0
2021-08-17,20,0,6,3,7,0,4,0,20,0,0,0
2021-08-18,21,0,9,3,5,1,3,0,21,0,0,0
2021-08-19,24,0,8,4,7,3,2,0,24,0,0,0
2021-08-20,22,0,11,4,4,1,2,0,22,0,0,0
2021-08-21,20,0,8,3,3,2,4,0,20,0,0,0
2021-08-22,15,0,6,3,2,2,2,0,15,0,0,0
2021-08-23,15,0,5,4,2,1,3,0,15,0,0,0
2021-08-24,18,0,4,7,1,0,5,1,18,0,0,0
2021-08-25,21,0,3,5,7,0,5,1,21,0,0,0
2021-08-26,26,0,10,4,6,0,5,1,26,0,0,0
2021-08-27,24,0,9,4,5,0,5,1,24,0,0,0
2021-08-28,22,0,5,5,6,1,5,0,22,0,0,0
2021-08-29,17,0,5,4,3,2,3,0,16,1,0,0
2021-08-30,13,0,3,4,2,1,2,1,13,0,0,0
2021-08-31,13,0,2,4,3,1,2,1,12,1,0,0
2021-09-01,13,0,2,4,2,3,1,1,13,0,0,0
2021-09-02,12,0,2,5,1,3,0,1,12,0,0,0
2021-09-03,11,0,1,3,3,4,0,0,11,0,0,0
2021-09-04,14,0,3,4,3,3,0,1,14,0,0,0
2021-09-05,13,0,4,3,3,2,0,1,13,0,0,0
2021-09-06,14,0,4,4,3,2,0,1,14,0,0,0
2021-09-07,20,0,5,3,4,3,4,1,20,0,0,0
2021-09-08,22,0,3,4,6,5,3,1,22,0,0,0
2021-09-09,24,0,5,4,7,5,2,1,24,0,0,0
2021-09-10,22,0,5,5,5,4,2,1,22,0,0,0
2021-09-11,25,0,5,8,6,3,3,0,25,0,0,0
2021-09-12,21,0,4,6,5,3,3,0,21,0,0,0
2021-09-13,23,0,4,9,6,2,2,0,23,0,0,0
2021-09-14,25,0,7,9,5,3,1,0,25,0,0,0
2021-09-15,35,0,9,9,7,7,2,1,35,0,0,0
2021-09-16,41,0,10,7,14,7,2,1,41,0,0,0
2021-09-17,29,0,9,4,10,4,1,1,29,0,0,0
2021-09-18,30,0,6,5,11,4,1,3,30,0,0,0
2021-09-19,34,0,7,4,13,4,2,4,34,0,0,0
2021-09-20,19,0,3,1,8,2,2,3,19,0,0,0
2021-09-21,28,0,7,4,8,3,5,1,28,0,0,0
2021-09-22,39,0,11,4,7,4,11,2,39,0,0,0
2021-09-23,48,0,13,8,8,8,8,3,48,0,0,0
2021-09-24,47,0,13,9,9,10,3,3,47,0,0,0
2021-09-25,38,0,12,7,6,8,2,3,38,0,0,0
2021-09-26,29,0,6,6,7,4,3,3,29,0,0,0
2021-09-27,26,0,6,6,4,5,2,3,26,0,0,0
2021-09-28,40,0,15,9,5,6,2,3,40,0,0,0
2021-09-29,53,0,16,13,5,13,2,4,53,0,0,0
2021-09-30,57,0,15,14,6,14,4,4,57,0,0,0
2021-10-01,47,0,11,14,7,10,3,2,47,0,0,0
2021-10-02,51,0,15,17,7,9,1,2,51,0,0,0
2021-10-03,51,0,14,17,9,8,1,2,51,0,0,0
2021-10-04,40,0,7,10,11,6,3,3,39,1,0,0
2021-10-05,46,0,12,7,11,9,4,3,45,1,0,0
2021-10-06,53,0,15,7,11,12,4,4,53,0,0,0
2021-10-07,57,0,17,11,12,9,4,4,57,0,0,0
2021-10-08,44,0,11,13,6,9,2,3,44,0,0,0
2021-10-09,43,0,12,13,6,7,3,2,43,0,0,0
2021-10-10,44,0,13,13,8,6,2,2,44,0,0,0
2021-10-11,22,0,7,6,5,2,0,2,22,0,0,0
2021-10-12,29,0,6,5,6,8,1,3,29,0,0,0
2021-10-13,39,0,7,8,12,9,0,3,39,0,0,0
2021-10-14,43,0,9,8,11,11,0,4,43,0,0,0
2021-10-15,49,0,8,9,13,10,4,5,49,0,0,0
2021-10-16,45,0,8,8,13,8,3,5,45,0,0,0
2021-10-17,44,0,9,8,11,6,6,4,44,0,0,0
2021-10-18,29,0,4,3,9,6,4,3,29,0,0,0
2021-10-19,29,0,3,4,4,13,3,2,29,0,0,0
2021-10-20,43,0,11,6,9,13,2,2,43,0,0,0
2021-10-21,38,0,12,6,8,9,3,0,37,1,0,0
2021-10-22,35,0,9,6,6,8,5,1,35,0,0,0
2021-10-23,37,0,9,7,8,8,5,0,37,0,0,0
2021-10-24,40,0,7,9,10,10,4,0,40,0,0,0
2021-10-25,44,0,8,7,12,12,5,0,44,0,0,0
2021-10-26,51,0,10,6,15,14,6,0,50,1,0,0
2021-10-27,55,0,17,7,14,13,4,0,55,0,0,0
2021-10-28,62,0,18,8,15,15,5,1,62,0,0,0
2021-10-29,60,0,18,7,15,13,5,2,60,0,0,0
2021-10-30,69,0,22,12,11,16,6,2,69,0,0,0
2021-10-31,68,0,26,13,9,13,5,2,68,0,0,0
2021-11-01,62,0,23,13,9,13,2,2,62,0,0,0
2021-11-02,43,0,17,8,9,8,1,0,43,0,0,0
2021-11-03,62,0,25,14,11,6,6,0,62,0,0,0
2021-11-04,77,0,30,24,10,5,8,0,77,0,0,0
2021-11-05,57,0,23,14,12,2,5,1,57,0,0,0
2021-11-06,40,0,19,8,9,1,2,1,40,0,0,0
2021-11-07,30,0,12,7,6,3,1,1,30,0,0,0
2021-11-08,24,0,6,9,4,3,1,1,24,0,0,0
2021-11-09,43,0,8,13,7,9,3,3,43,0,0,0
2021-11-10,59,0,15,15,13,8,1,7,59,0,0,0
2021-11-11,73,0,12,19,18,13,1,10,73,0,0,0
2021-11-12,105,0,21,22,34,18,2,8,105,0,0,0
2021-11-13,106,0,21,26,34,16,3,6,106,0,0,0
2021-11-14,88,0,19,20,29,14,1,5,88,0,0,0
2021-11-15,41,0,5,13,14,6,1,2,41,0,0,0
2021-11-16,50,0,11,11,14,7,4,3,50,0,0,0
2021-11-17,60,0,14,12,16,7,6,5,59,1,0,0
2021-11-18,60,0,14,13,15,7,7,4,60,0,0,0
2021-11-19,54,0,8,13,14,9,5,5,53,1,0,0
2021-11-20,50,0,7,10,14,9,6,4,50,0,0,0
