date,turnover,discount,booking_fees,lead_time_hours
2021-06-01,229.39999999999998,0.0,0.0,73.64685185185155
2021-06-02,213.8,0.0,0.0,135.88277777777756
2021-06-03,68.6,0.0,0.0,223.42999999999972
2021-06-04,145.0,0.0,0.0,114.8713888888886
2021-06-05,51.4,0.0,0.0,39.933333333332754
2021-06-06,117.8,0.0,0.0,50.17259259259234
2021-06-07,228.4,0.0,0.0,55.22174603174572
2021-06-08,206.8,0.0,0.0,51.789487179486926
2021-06-09,251.6,0.0,0.0,65.24407407407382
2021-06-10,155.8,0.0,0.0,30.0943749999995
2021-06-11,184.6,0.0,0.0,179.92655555555538
2021-06-12,100.6,0.0,0.0,40.583833333333004
2021-06-13,277.6,0.0,0.0,122.7034999999998
2021-06-14,285.0,0.0,0.0,83.47482905982862
2021-06-15,215.9,0.0,0.0,76.5588333333331
2021-06-16,204.4,8.34,0.0,307.7816414141408
2021-06-17,300.79999999999995,0.0,0.0,71.97932870370342
2021-06-18,263.6,0.0,0.0,185.001296296296
2021-06-19,200.0,4.52,0.0,57.237847222222
2021-06-20,217.8,0.0,0.0,137.770138888889
2021-06-21,366.3,0.0,0.0,122.81206018518492
2021-06-22,266.4,0.0,0.0,128.94910256410213
2021-06-23,386.9,0.0,0.0,87.07312962962921
2021-06-24,260.2,0.0,0.0,215.95503968253936
2021-06-25,422.6,5.56,0.0,228.7442592592591
2021-06-26,197.2,4.52,0.0,53.501269841269284
2021-06-27,161.8,0.0,0.0,21.770925925925336
2021-06-28,254.8,0.0,0.0,81.14961805555512
2021-06-29,399.8,60.480000000000004,0.0,86.44001461988263
2021-06-30,326.1,45.6,0.0,135.773803418803
2021-07-01,213.6,18.48,0.0,147.6468055555552
2021-07-02,188.3,17.46,0.0,122.26342592592579
2021-07-03,99.6,0.0,0.0,25.356944444444
2021-07-04,230.0,21.700000000000003,0.0,41.880722222222005
2021-07-05,408.6,20.04,0.0,94.46253968253936
2021-07-06,469.8,15.36,0.0,123.62472222222199
2021-07-07,269.7,3.66,0.0,190.48366161616093
2021-07-08,160.0,0.0,0.0,60.28857638888862
2021-07-09,485.0,0.0,0.0,82.72012152777744
2021-07-10,740.1,41.32,0.0,242.28622354497318
2021-07-11,626.8,13.120000000000001,0.0,104.6926111111108
2021-07-12,416.1,36.3,0.0,146.99099826388854
2021-07-13,541.2,38.45,0.0,157.2907478632475
2021-07-14,517.4,29.5,0.0,88.24413580246882
2021-07-15,328.4,2.44,0.0,115.39624999999971
2021-07-16,340.7,0.0,0.0,264.7563461538459
2021-07-17,154.4,0.0,0.0,49.64368055555512
2021-07-18,515.6,10.24,0.0,138.7077525252522
2021-07-19,444.8,0.0,0.0,63.81607407407386
2021-07-20,389.4,0.0,0.0,76.23588888888867
2021-07-21,214.2,0.0,0.0,34.63106060606027
2021-07-22,336.8,0.0,0.0,97.59969907407367
2021-07-23,273.3,0.0,0.0,181.98232905982894
2021-07-24,137.9,0.0,0.0,74.13797619047571
2021-07-25,548.0,7.64,0.0,189.68326923076924
2021-07-26,476.4,0.0,0.0,62.96920138888862
2021-07-27,413.0,0.0,0.0,167.06350694444424
2021-07-28,237.0,6.779999999999999,0.0,115.8137345679009
2021-07-29,148.2,0.0,0.0,380.8137037037034
2021-07-30,223.60000000000002,0.0,0.0,82.33069444444416
2021-07-31,139.8,0.0,0.0,106.9809027777775
