date,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package
2021-06-01,11,1,6,1,0,0
2021-06-02,11,0,5,1,0,0
2021-06-03,12,0,4,1,0,0
2021-06-04,11,0,3,1,0,0
2021-06-05,12,3,5,0,0,0
2021-06-06,5,3,5,0,0,0
2021-06-07,2,1,5,0,0,0
2021-06-08,6,1,12,0,0,0
2021-06-09,10,0,12,0,0,0
2021-06-10,10,0,12,0,0,0
2021-06-11,8,0,14,0,0,0
2021-06-12,7,4,11,0,0,0
2021-06-13,7,6,10,0,0,0
2021-06-14,4,4,9,0,0,0
2021-06-15,6,1,11,0,0,0
2021-06-16,12,0,12,0,0,0
2021-06-17,9,0,15,0,0,0
2021-06-18,8,0,14,0,0,0
2021-06-19,9,1,15,0,0,0
2021-06-20,9,5,14,0,0,0
2021-06-21,2,3,8,0,0,0
2021-06-22,12,1,9,0,0,0
2021-06-23,17,0,8,0,0,0
2021-06-24,13,0,7,0,0,0
2021-06-25,12,0,7,0,0,0
2021-06-26,10,7,7,0,0,0
2021-06-27,9,11,6,0,0,0
2021-06-28,3,8,5,0,0,0
2021-06-29,12,2,7,0,0,0
2021-06-30,6,0,5,0,0,0
2021-07-01,9,0,8,0,0,0
2021-07-02,9,0,8,0,0,0
2021-07-03,12,5,5,0,0,0
2021-07-04,7,7,4,0,0,0
2021-07-05,10,6,4,0,0,0
2021-07-06,15,2,4,0,0,0
2021-07-07,18,0,4,0,0,0
2021-07-08,20,0,4,0,0,0
2021-07-09,11,0,5,0,0,0
2021-07-10,13,4,8,0,0,0
2021-07-11,9,6,11,0,0,0
2021-07-12,6,4,12,1,0,0
2021-07-13,9,1,12,1,0,0
2021-07-14,7,0,12,1,0,0
2021-07-15,8,0,11,1,0,0
2021-07-16,10,0,11,1,0,0
2021-07-17,9,5,13,1,0,0
2021-07-18,10,6,8,1,0,0
2021-07-19,5,4,7,1,0,0
2021-07-20,8,0,11,1,0,0
2021-07-21,15,0,10,1,0,0
2021-07-22,14,0,12,1,0,0
2021-07-23,9,0,11,1,0,0
2021-07-24,8,7,10,1,0,0
2021-07-25,7,8,8,1,0,0
2021-07-26,5,2,9,1,0,0
2021-07-27,6,0,10,1,0,0
2021-07-28,7,0,11,1,0,0
2021-07-29,12,0,8,1,0,0
2021-07-30,5,0,8,2,0,0
2021-07-31,5,2,7,2,0,0
2021-08-01,2,6,8,3,0,0
2021-08-02,2,4,12,5,0,0
2021-08-03,5,2,14,6,0,0
2021-08-04,6,0,14,6,0,0
2021-08-05,5,0,14,6,0,0
2021-08-06,5,0,14,6,0,0
2021-08-07,4,3,10,6,0,0
2021-08-08,1,3,6,6,0,0
2021-08-09,2,1,6,6,0,0
2021-08-10,6,0,10,5,0,0
2021-08-11,10,0,11,5,0,0
2021-08-12,9,0,11,4,0,0
2021-08-13,4,0,12,3,0,0
2021-08-14,2,0,11,3,0,0
2021-08-15,1,1,10,3,0,0
2021-08-16,2,1,8,3,0,0
2021-08-17,5,0,9,3,0,0
2021-08-18,9,0,12,3,0,0
2021-08-19,10,0,11,2,0,0
2021-08-20,9,0,13,2,0,0
2021-08-21,5,1,14,2,0,0
2021-08-22,2,1,13,2,0,0
2021-08-23,3,1,10,2,0,0
2021-08-24,7,0,8,2,0,0
2021-08-25,14,0,8,2,0,0
2021-08-26,12,0,10,4,0,0
2021-08-27,6,0,12,3,0,0
2021-08-28,5,2,11,3,0,0
2021-08-29,5,6,10,3,0,0
2021-08-30,7,5,6,3,0,0
2021-08-31,12,3,4,3,0,0
2021-09-01,12,0,4,3,0,0
2021-09-02,8,0,3,3,0,0
2021-09-03,5,0,3,4,0,0
2021-09-04,5,4,3,4,0,0
2021-09-05,3,6,4,3,0,0
2021-09-06,2,2,4,3,0,0
2021-09-07,9,0,4,3,0,0
2021-09-08,12,0,4,3,0,0
2021-09-09,18,0,4,3,0,0
2021-09-10,11,0,3,3,0,0
2021-09-11,11,2,2,3,0,0
2021-09-12,9,2,1,3,0,0
2021-09-13,4,0,2,4,0,0
2021-09-14,14,0,2,4,0,0
2021-09-15,14,0,3,4,0,0
2021-09-16,17,0,3,4,0,0
2021-09-17,11,0,5,4,0,0
2021-09-18,15,3,4,4,0,0
2021-09-19,10,5,5,4,0,0
2021-09-20,5,4,5,4,0,0
2021-09-21,13,3,5,3,0,0
2021-09-22,14,1,5,3,0,0
2021-09-23,15,0,5,3,0,0
2021-09-24,17,0,3,2,0,0
2021-09-25,13,4,1,1,0,0
2021-09-26,8,8,2,1,0,0
2021-09-27,9,5,2,1,0,0
2021-09-28,14,0,7,1,0,0
2021-09-29,11,0,8,1,0,0
2021-09-30,16,0,7,1,0,0
2021-10-01,11,0,8,0,0,0
2021-10-02,13,6,3,0,0,0
2021-10-03,17,9,1,0,0,0
2021-10-04,3,3,2,0,0,0
2021-10-05,12,0,6,0,0,0
2021-10-06,17,0,7,0,0,0
2021-10-07,14,0,8,0,0,0
2021-10-08,8,0,10,0,0,0
2021-10-09,10,6,6,0,0,0
2021-10-10,8,9,5,0,0,0
2021-10-11,6,6,6,1,0,0
2021-10-12,12,0,7,1,0,0
2021-10-13,18,0,8,1,0,0
2021-10-14,11,0,7,1,0,0
2021-10-15,15,0,6,1,0,0
2021-10-16,13,2,5,1,0,0
2021-10-17,9,5,5,1,0,0
2021-10-18,7,4,6,1,0,0
2021-10-19,16,1,5,1,0,0
2021-10-20,14,0,6,1,0,0
2021-10-21,17,0,5,1,0,0
2021-10-22,14,0,5,1,0,0
2021-10-23,12,5,4,0,0,0
2021-10-24,9,12,5,0,0,0
2021-10-25,5,8,6,0,0,0
2021-10-26,12,4,8,0,0,0
2021-10-27,15,0,8,0,0,0
2021-10-28,16,0,9,0,0,0
2021-10-29,11,0,12,0,0,0
2021-10-30,6,6,9,0,0,0
2021-10-31,5,13,9,0,0,0
2021-11-01,7,13,6,0,0,0
2021-11-02,3,3,6,0,0,0
2021-11-03,10,0,12,0,0,0
2021-11-04,15,0,12,0,0,0
2021-11-05,10,0,13,0,0,0
2021-11-06,6,3,11,0,0,0
2021-11-07,3,6,5,0,0,0
2021-11-08,7,3,1,0,0,0
2021-11-09,13,3,5,0,0,0
2021-11-10,12,0,9,0,0,0
2021-11-11,11,0,5,0,0,0
2021-11-12,16,0,8,0,0,0
2021-11-13,17,2,10,0,0,0
2021-11-14,8,3,8,0,0,0
2021-11-15,7,2,7,0,0,0
2021-11-16,12,1,8,0,0,0
2021-11-17,12,1,10,0,0,0
2021-11-18,12,0,12,0,0,0
2021-11-19,14,0,10,0,0,0
2021-11-20,12,3,7,0,0,0
2021-11-21,6,8,6,0,0,0
2021-11-22,5,5,8,0,0,0
2021-11-23,13,2,7,0,0,0
2021-11-24,15,0,9,0,0,0
2021-11-25,14,0,7,0,0,0
2021-11-26,11,0,7,0,0,0
2021-11-27,15,4,4,0,0,0
2021-11-28,10,8,4,0,0,0
2021-11-29,7,6,2,0,0,0
2021-11-30,16,0,6,0,0,0
2021-12-01,14,0,6,0,0,0
2021-12-02,16,0,7,0,0,0
2021-12-03,14,0,7,0,0,0
2021-12-04,13,3,6,0,0,0
2021-12-05,8,5,5,0,0,0
2021-12-06,5,4,2,0,0,0
2021-12-07,15,0,5,0,0,0
2021-12-08,18,0,3,0,0,0
2021-12-09,14,0,4,0,0,0
2021-12-10,17,0,5,0,0,0
2021-12-11,16,4,2,0,0,0
2021-12-12,14,6,2,0,0,0
2021-12-13,14,2,1,0,0,0
2021-12-14,18,0,2,0,0,0
2021-12-15,17,0,3,0,0,0
2021-12-16,12,0,4,0,0,0
2021-12-17,14,0,5,0,0,0
2021-12-18,10,1,4,0,0,0
2021-12-19,8,4,6,0,0,0
2021-12-20,8,3,9,0,0,0
2021-12-21,12,2,13,0,0,0
2021-12-22,11,0,13,0,0,0
2021-12-23,8,0,12,0,0,0
2021-12-24,8,0,12,1,0,0
2021-12-25,6,3,19,1,0,0
2021-12-26,5,3,20,1,0,0
2021-12-27,2,1,19,1,0,0
2021-12-28,5,1,16,1,0,0
2021-12-29,6,0,16,1,0,0
2021-12-30,5,0,15,1,0,0
2021-12-31,10,0,13,2,0,0
2022-01-01,12,0,11,1,0,0
2022-01-02,7,0,10,1,0,0
2022-01-03,0,0,6,1,0,0
2022-01-04,6,0,6,1,0,0
2022-01-05,7,0,5,1,0,0
2022-01-06,7,0,4,2,0,0
2022-01-07,7,0,4,2,0,0
2022-01-08,8,3,2,2,0,0
2022-01-09,6,3,4,2,0,0
2022-01-10,4,0,3,2,0,0
2022-01-11,6,0,2,2,0,0
2022-01-12,13,0,2,2,0,0
2022-01-13,12,0,2,2,0,0
2022-01-14,13,0,3,2,0,0
2022-01-15,9,2,6,2,0,0
2022-01-16,10,5,7,2,0,0
2022-01-17,6,4,6,1,0,0
2022-01-18,12,2,7,1,0,0
2022-01-19,12,0,8,1,0,0
2022-01-20,13,0,7,0,0,0
2022-01-21,11,0,6,0,0,0
2022-01-22,9,3,3,0,0,0
2022-01-23,6,5,2,0,0,0
2022-01-24,5,4,0,0,0,0
2022-01-25,7,1,3,0,0,0
2022-01-26,13,0,4,0,0,0
2022-01-27,16,0,7,0,0,0
2022-01-28,15,0,8,0,0,0
2022-01-29,15,3,7,0,0,0
2022-01-30,9,8,8,0,0,0
2022-01-31,5,5,8,0,0,0
2022-02-01,10,2,7,0,0,0
2022-02-02,17,0,8,0,0,0
2022-02-03,15,0,8,0,0,0
2022-02-04,5,0,9,0,0,0
2022-02-05,5,2,8,1,0,0
2022-02-06,5,9,9,1,0,0
2022-02-07,3,6,8,1,0,0
2022-02-08,13,1,8,1,0,0
2022-02-09,14,0,8,1,0,0
2022-02-10,11,0,6,1,0,0
2022-02-11,12,1,4,1,0,0
2022-02-12,13,4,6,1,0,0
2022-02-13,3,7,7,1,0,0
2022-02-14,5,6,7,1,0,0
2022-02-15,9,2,7,1,0,0
2022-02-16,11,0,8,1,0,0
2022-02-17,15,0,8,1,0,0
2022-02-18,5,3,6,1,0,0
2022-02-19,2,11,5,1,0,0
2022-02-20,3,13,5,0,0,0
2022-02-21,2,7,5,0,0,0
2022-02-22,14,2,6,0,0,0
2022-02-23,15,0,4,0,0,0
2022-02-24,10,0,5,0,0,0
2022-02-25,8,3,5,0,0,0
2022-02-26,4,10,3,0,0,0
2022-02-27,5,14,4,0,0,0
2022-02-28,8,4,4,0,0,0
2022-03-01,18,1,6,0,0,0
2022-03-02,11,0,8,0,0,0
2022-03-03,13,0,8,0,0,0
2022-03-04,10,4,7,0,0,0
2022-03-05,6,12,6,0,0,0
2022-03-06,1,13,7,0,0,0
2022-03-07,1,5,8,0,0,0
2022-03-08,11,1,8,0,0,0
