date,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package
2021-06-01,2,0,6,1,0,0
2021-06-02,4,0,8,1,0,0
2021-06-03,1,0,8,1,0,0
2021-06-04,6,0,7,1,0,0
2021-06-05,6,15,9,1,0,0
2021-06-06,6,17,11,1,0,0
2021-06-07,6,12,9,1,0,0
2021-06-08,9,2,9,1,0,0
2021-06-09,9,1,7,0,0,0
2021-06-10,8,0,8,0,0,0
2021-06-11,4,0,11,0,0,0
2021-06-12,3,21,9,0,0,0
2021-06-13,3,24,7,0,0,0
2021-06-14,1,8,8,0,0,0
2021-06-15,4,1,7,0,0,0
2021-06-16,6,0,10,0,0,0
2021-06-17,7,0,14,0,0,0
2021-06-18,7,0,14,0,0,0
2021-06-19,4,25,13,0,0,0
2021-06-20,9,27,13,0,0,0
2021-06-21,6,13,9,0,0,0
2021-06-22,10,1,6,0,0,0
2021-06-23,7,0,5,0,0,0
2021-06-24,7,0,5,0,0,0
2021-06-25,9,0,8,1,0,0
2021-06-26,12,28,9,1,0,0
2021-06-27,8,34,8,1,0,0
2021-06-28,3,13,7,1,0,0
2021-06-29,14,3,10,1,0,0
2021-06-30,12,0,11,1,0,0
2021-07-01,14,0,12,3,0,0
2021-07-02,3,0,12,3,0,0
2021-07-03,7,15,8,3,0,0
2021-07-04,7,18,10,3,0,0
2021-07-05,2,7,8,3,0,0
2021-07-06,4,0,9,2,0,0
2021-07-07,13,0,9,2,0,0
2021-07-08,15,0,10,2,0,0
2021-07-09,6,0,13,4,0,0
2021-07-10,4,6,11,4,0,0
2021-07-11,3,6,14,4,0,0
2021-07-12,1,4,14,4,0,0
2021-07-13,5,2,16,4,0,0
2021-07-14,7,0,13,4,0,0
2021-07-15,8,0,15,4,0,0
2021-07-16,5,0,12,4,0,0
2021-07-17,1,13,12,4,0,0
2021-07-18,5,14,10,4,0,0
2021-07-19,3,6,9,4,0,0
2021-07-20,7,1,11,4,0,0
2021-07-21,10,0,9,3,0,0
2021-07-22,9,0,10,3,0,0
2021-07-23,8,0,13,2,0,0
2021-07-24,4,12,11,1,0,0
2021-07-25,5,15,9,1,0,0
2021-07-26,3,5,11,1,0,0
2021-07-27,7,0,11,2,0,0
2021-07-28,15,0,10,3,0,0
2021-07-29,15,0,10,3,0,0
2021-07-30,8,0,13,3,0,0
2021-07-31,1,6,10,2,0,0
2021-08-01,2,7,13,2,0,0
2021-08-02,0,5,15,2,0,0
2021-08-03,0,1,17,2,0,0
2021-08-04,3,0,19,2,0,0
2021-08-05,5,0,17,3,0,0
2021-08-06,3,0,11,4,0,0
2021-08-07,1,2,11,4,0,0
2021-08-08,2,4,10,3,0,0
2021-08-09,4,1,9,2,0,0
2021-08-10,12,0,10,2,0,0
2021-08-11,17,0,10,2,0,0
2021-08-12,12,0,12,2,0,0
2021-08-13,6,0,11,2,0,0
2021-08-14,1,12,6,2,0,0
2021-08-15,0,14,6,2,0,0
2021-08-16,4,6,4,2,0,0
2021-08-17,7,1,10,2,0,0
2021-08-18,12,0,11,2,0,0
2021-08-19,13,0,11,2,0,0
2021-08-20,11,0,13,2,0,0
2021-08-21,5,6,11,2,0,0
2021-08-22,4,8,9,1,0,0
2021-08-23,1,6,7,1,0,0
2021-08-24,6,1,9,1,0,0
2021-08-25,15,0,12,1,0,0
2021-08-26,13,0,14,1,0,0
2021-08-27,10,0,15,1,0,0
2021-08-28,6,11,10,1,0,0
2021-08-29,4,13,10,1,0,0
2021-08-30,3,8,8,1,0,0
2021-08-31,4,0,8,1,0,0
2021-09-01,3,0,6,1,0,0
2021-09-02,4,0,7,1,0,0
2021-09-03,3,0,9,1,0,0
2021-09-04,4,20,10,0,0,0
2021-09-05,7,20,11,0,0,0
2021-09-06,3,9,10,0,0,0
2021-09-07,6,0,11,0,0,0
2021-09-08,9,0,9,0,0,0
2021-09-09,8,0,7,0,0,0
2021-09-10,8,0,6,0,0,0
2021-09-11,5,19,1,0,0,0
2021-09-12,8,22,1,0,0,0
2021-09-13,4,9,2,0,0,0
2021-09-14,3,4,5,0,0,0
2021-09-15,4,0,7,0,0,0
2021-09-16,13,0,13,0,0,0
2021-09-17,19,0,15,0,0,0
2021-09-18,21,54,12,1,0,0
2021-09-19,17,60,14,2,0,0
2021-09-20,9,23,12,2,0,0
2021-09-21,25,1,16,3,0,0
2021-09-22,29,0,19,3,0,0
2021-09-23,29,0,22,3,0,0
2021-09-24,34,0,23,3,0,0
2021-09-25,37,69,15,3,0,0
2021-09-26,33,81,13,3,0,0
2021-09-27,11,25,10,3,0,0
2021-09-28,11,2,15,3,0,0
2021-09-29,15,0,14,3,0,0
2021-09-30,8,0,17,2,0,0
2021-10-01,7,0,17,2,0,0
2021-10-02,5,25,13,2,0,0
2021-10-03,6,27,11,2,0,0
2021-10-04,4,10,8,2,0,0
2021-10-05,6,1,7,1,0,0
2021-10-06,9,0,8,1,0,0
2021-10-07,11,0,9,0,0,0
2021-10-08,11,0,9,0,0,0
2021-10-09,10,32,7,0,0,0
2021-10-10,8,35,9,0,0,0
2021-10-11,2,12,11,1,0,0
2021-10-12,8,5,11,1,0,0
2021-10-13,8,0,12,1,0,0
2021-10-14,14,0,15,1,0,0
2021-10-15,14,0,16,1,0,0
2021-10-16,13,29,13,2,0,0
2021-10-17,10,31,13,2,0,0
2021-10-18,6,13,13,2,0,0
2021-10-19,12,2,16,2,0,0
2021-10-20,12,0,14,2,0,0
2021-10-21,9,0,15,3,0,0
2021-10-22,7,0,15,5,0,0
2021-10-23,8,21,12,5,0,0
2021-10-24,9,26,18,5,0,0
2021-10-25,7,14,24,5,0,0
2021-10-26,11,6,27,4,0,0
2021-10-27,18,0,31,4,0,0
2021-10-28,19,0,36,5,0,0
2021-10-29,15,0,39,5,0,0
2021-10-30,12,23,34,5,0,0
2021-10-31,7,27,32,5,0,0
2021-11-01,3,23,34,4,0,0
2021-11-02,4,4,31,4,0,0
2021-11-03,8,0,36,3,0,0
2021-11-04,5,0,33,3,0,0
2021-11-05,4,0,28,3,0,0
2021-11-06,6,19,23,3,0,0
2021-11-07,6,18,15,3,0,0
2021-11-08,0,6,6,3,0,0
2021-11-09,6,0,5,2,0,0
2021-11-10,7,0,11,2,0,0
2021-11-11,12,0,29,3,0,0
2021-11-12,47,0,40,2,0,0
2021-11-13,51,29,42,2,0,0
2021-11-14,49,30,43,2,0,0
2021-11-15,4,12,29,2,0,0
2021-11-16,17,3,21,2,0,0
2021-11-17,16,0,25,2,0,0
2021-11-18,19,0,25,2,0,0
2021-11-19,13,0,28,2,0,0
2021-11-20,10,26,20,1,0,0
2021-11-21,15,29,16,1,0,0
2021-11-22,14,11,20,1,0,0
