date,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package
2021-06-01,8,2,2,0,0,0
2021-06-02,6,0,2,0,0,0
2021-06-03,7,0,4,0,1,0
2021-06-04,6,0,5,0,0,0
2021-06-05,7,32,3,0,0,0
2021-06-06,7,39,3,0,0,0
2021-06-07,1,10,2,0,0,0
2021-06-08,5,1,4,0,0,0
2021-06-09,8,0,4,0,0,0
2021-06-10,14,0,5,1,1,0
2021-06-11,9,0,6,1,0,0
2021-06-12,9,31,4,1,0,0
2021-06-13,11,37,5,1,1,0
2021-06-14,2,18,7,1,0,0
2021-06-15,3,1,4,2,0,0
2021-06-16,3,0,5,2,0,0
2021-06-17,3,0,5,2,0,0
2021-06-18,2,0,4,2,0,0
2021-06-19,5,33,2,2,0,0
2021-06-20,6,44,2,3,1,0
2021-06-21,1,12,2,3,0,0
2021-06-22,6,1,4,3,0,0
2021-06-23,11,0,6,3,1,0
2021-06-24,12,0,7,3,2,0
2021-06-25,14,0,7,2,4,0
2021-06-26,16,24,5,1,2,0
2021-06-27,15,39,3,1,2,0
2021-06-28,4,15,1,1,0,0
2021-06-29,10,1,2,1,0,0
2021-06-30,10,1,2,1,0,0
2021-07-01,7,0,5,1,0,0
2021-07-02,11,0,4,0,0,0
2021-07-03,10,24,4,0,1,0
2021-07-04,13,34,3,0,0,0
2021-07-05,5,13,6,0,0,0
2021-07-06,6,1,4,0,2,0
2021-07-07,11,0,5,0,3,0
2021-07-08,10,0,6,0,2,0
2021-07-09,13,0,6,1,3,0
2021-07-10,8,21,9,1,2,0
2021-07-11,12,24,15,1,1,0
2021-07-12,3,4,19,1,1,0
2021-07-13,9,0,21,1,0,0
2021-07-14,4,0,22,1,0,0
2021-07-15,13,0,23,1,1,0
2021-07-16,19,0,22,1,1,0
2021-07-17,18,21,22,1,1,0
2021-07-18,12,27,16,3,0,0
2021-07-19,3,7,10,3,0,0
2021-07-20,13,1,7,3,0,0
2021-07-21,19,0,8,3,0,0
2021-07-22,14,0,7,3,0,0
2021-07-23,3,0,8,4,4,0
2021-07-24,8,26,9,4,2,0
2021-07-25,11,32,12,5,3,0
2021-07-26,5,8,11,5,0,0
2021-07-27,5,0,11,5,2,0
2021-07-28,8,0,11,6,2,0
2021-07-29,8,0,14,7,2,0
2021-07-30,7,0,11,8,1,0
2021-07-31,5,23,7,8,1,0
2021-08-01,9,28,10,8,1,0
