date,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30
2021-06-01,9,0,0,3,0,5,0,1,9,0,0,0
2021-06-02,13,0,1,3,1,7,0,1,13,0,0,0
2021-06-03,10,0,1,2,1,6,0,0,10,0,0,0
2021-06-04,14,0,1,2,3,8,0,0,14,0,0,0
2021-06-05,31,0,1,5,5,17,0,3,31,0,0,0
2021-06-06,35,0,3,6,6,17,0,3,34,1,0,0
2021-06-07,28,0,2,4,7,13,0,2,28,0,0,0
2021-06-08,21,0,4,3,4,8,0,2,21,0,0,0
2021-06-09,17,0,6,1,2,7,0,1,17,0,0,0
2021-06-10,16,0,4,1,1,9,0,1,16,0,0,0
2021-06-11,15,0,3,1,3,8,0,0,15,0,0,0
2021-06-12,33,0,2,5,3,19,0,4,33,0,0,0
2021-06-13,34,0,4,5,3,18,0,4,34,0,0,0
2021-06-14,17,0,4,2,2,9,0,0,17,0,0,0
2021-06-15,12,0,3,1,3,5,0,0,12,0,0,0
2021-06-16,16,0,3,3,3,5,0,2,16,0,0,0
2021-06-17,21,0,3,3,5,7,0,3,21,0,0,0
2021-06-18,21,0,4,2,6,7,0,2,21,0,0,0
2021-06-19,42,0,5,10,5,17,0,5,42,0,0,0
2021-06-20,49,0,6,11,7,20,0,5,49,0,0,0
2021-06-21,28,0,3,4,3,16,0,2,28,0,0,0
2021-06-22,17,0,3,2,1,11,0,0,17,0,0,0
2021-06-23,12,0,2,2,1,7,0,0,12,0,0,0
2021-06-24,12,0,1,1,1,9,0,0,12,0,0,0
2021-06-25,18,0,1,1,4,12,0,0,18,0,0,0
2021-06-26,50,0,5,10,5,28,0,2,50,0,0,0
2021-06-27,51,0,9,10,4,25,0,3,51,0,0,0
2021-06-28,24,0,3,3,3,14,0,1,24,0,0,0
2021-06-29,28,0,7,2,5,13,0,1,28,0,0,0
2021-06-30,24,0,4,2,1,16,0,1,24,0,0,0
2021-07-01,29,0,6,1,3,19,0,0,29,0,0,0
2021-07-02,18,0,1,1,4,12,0,0,18,0,0,0
2021-07-03,33,0,5,5,3,16,0,4,33,0,0,0
2021-07-04,38,0,7,6,3,18,0,4,38,0,0,0
2021-07-05,20,0,4,4,4,8,0,0,20,0,0,0
2021-07-06,15,0,4,1,3,7,0,0,15,0,0,0
2021-07-07,24,0,5,2,5,12,0,0,24,0,0,0
2021-07-08,27,0,4,3,5,15,0,0,27,0,0,0
2021-07-09,23,0,3,3,3,12,0,2,23,0,0,0
2021-07-10,25,0,4,6,1,12,0,2,25,0,0,0
2021-07-11,27,0,4,8,1,12,0,2,27,0,0,0
2021-07-12,23,0,2,6,1,12,0,2,23,0,0,0
2021-07-13,27,0,2,7,3,13,0,2,26,1,0,0
2021-07-14,24,0,3,7,3,10,0,1,24,0,0,0
2021-07-15,27,0,4,8,4,8,0,3,27,0,0,0
2021-07-16,21,0,3,7,1,7,0,3,21,0,0,0
2021-07-17,30,0,3,11,1,14,0,1,30,0,0,0
2021-07-18,33,0,4,11,2,14,0,2,33,0,0,0
2021-07-19,22,0,1,3,1,14,0,3,21,1,0,0
2021-07-20,23,0,1,5,1,15,0,1,23,0,0,0
2021-07-21,22,0,0,6,1,14,0,1,21,1,0,0
2021-07-22,22,0,0,4,1,16,0,1,22,0,0,0
2021-07-23,23,0,0,4,2,16,0,1,23,0,0,0
2021-07-24,28,0,0,5,1,19,0,3,28,0,0,0
2021-07-25,30,0,3,6,1,17,0,3,30,0,0,0
2021-07-26,20,0,1,3,2,12,0,2,20,0,0,0
2021-07-27,20,0,2,2,4,11,0,1,20,0,0,0
2021-07-28,28,0,5,4,5,13,0,1,28,0,0,0
2021-07-29,28,0,6,5,4,12,0,1,28,0,0,0
2021-07-30,24,0,3,7,4,9,0,1,24,0,0,0
2021-07-31,19,0,2,5,2,10,0,0,19,0,0,0
2021-08-01,24,0,4,5,2,13,0,0,24,0,0,0
2021-08-02,22,0,3,5,3,11,0,0,22,0,0,0
2021-08-03,20,0,4,2,4,10,0,0,20,0,0,0
2021-08-04,24,0,7,2,4,11,0,0,24,0,0,0
