date,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30
2021-06-01,16,0,6,5,1,1,0,3,16,0,0,0
2021-06-02,20,0,8,6,0,1,2,3,20,0,0,0
2021-06-03,20,0,7,7,0,2,2,2,20,0,0,0
2021-06-04,10,0,3,3,0,2,1,1,10,0,0,0
2021-06-05,11,0,1,3,1,3,2,1,11,0,0,0
2021-06-06,10,0,0,2,2,3,2,1,10,0,0,0
2021-06-07,8,0,0,2,2,1,2,1,8,0,0,0
2021-06-08,12,0,4,3,2,2,0,1,12,0,0,0
2021-06-09,14,0,8,2,1,2,0,1,14,0,0,0
2021-06-10,16,0,7,3,1,3,1,1,16,0,0,0
2021-06-11,15,0,6,4,0,4,1,0,14,1,0,0
2021-06-12,10,0,2,4,1,2,1,0,10,0,0,0
2021-06-13,12,0,1,3,4,2,2,0,12,0,0,0
2021-06-14,10,0,0,4,2,2,1,1,10,0,0,0
2021-06-15,18,0,6,4,4,3,0,1,17,1,0,0
2021-06-16,19,0,7,5,4,3,0,0,19,0,0,0
2021-06-17,20,0,9,5,3,3,0,0,20,0,0,0
2021-06-18,19,0,5,8,2,3,1,0,18,1,0,0
2021-06-19,20,0,3,8,4,4,0,1,20,0,0,0
2021-06-20,19,0,3,10,3,2,0,1,19,0,0,0
2021-06-21,16,0,2,7,4,2,0,1,16,0,0,0
2021-06-22,23,0,9,6,5,2,0,1,23,0,0,0
2021-06-23,30,0,11,7,5,4,2,1,30,0,0,0
2021-06-24,32,0,11,10,4,5,0,2,32,0,0,0
2021-06-25,24,0,9,8,3,1,1,2,24,0,0,0
2021-06-26,23,0,7,6,3,3,1,3,22,1,0,0
2021-06-27,22,0,7,3,4,4,2,2,22,0,0,0
2021-06-28,15,0,4,5,3,1,1,1,15,0,0,0
2021-06-29,18,0,6,4,3,2,3,0,18,0,0,0
2021-06-30,27,0,13,7,3,3,1,0,27,0,0,0
2021-07-01,21,0,13,3,1,3,1,0,21,0,0,0
2021-07-02,22,0,13,3,0,5,0,1,21,1,0,0
2021-07-03,12,0,4,2,1,4,0,1,12,0,0,0
2021-07-04,14,0,3,2,3,5,0,1,14,0,0,0
2021-07-05,13,0,2,3,2,3,0,3,13,0,0,0
