date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package,turnover,discount,booking_fees,lead_time_hours,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30,strike,holidays,vacation
2021-06-01,12,1,5,1,8,2,2,0,0,0,131.39999999999998,0.0,0.0,89.54550925925899,12,0,6,2,3,0,1,0,12,0,0,0,0,0,0
2021-06-02,8,2,13,0,6,0,2,0,0,0,424.7,0.0,0.0,92.59175213675184,8,0,4,0,3,1,0,0,8,0,0,0,0,0,0
2021-06-03,12,0,7,0,7,0,4,0,1,0,279.0,0.0,0.0,225.68130952380915,12,0,8,1,2,1,0,0,12,0,0,0,0,0,0
2021-06-04,11,0,38,3,6,0,5,0,0,0,1177.4,22.4,0.0,158.05406504065007,11,0,8,0,1,1,1,0,11,0,0,0,0,0,0
2021-06-05,42,3,13,2,7,32,3,0,0,0,317.6,3.92,0.0,226.82714814814827,42,0,8,17,0,11,1,5,42,0,0,0,0,0,0
2021-06-06,49,5,1,0,7,39,3,0,0,0,14.7,0.0,0.0,11.918333333333,49,0,16,17,1,10,0,5,49,0,0,0,0,0,0
2021-06-07,13,3,8,1,1,10,2,0,0,0,370.9,10.17,0.0,69.06645061728368,13,0,5,6,0,2,0,0,13,0,0,0,0,0,0
2021-06-08,10,3,9,0,5,1,4,0,0,0,257.3,0.0,0.0,112.81537037037022,10,0,5,2,2,1,0,0,10,0,0,0,0,0,0
2021-06-09,12,0,13,0,8,0,4,0,0,0,523.9,36.5,0.0,47.57442307692261,12,0,4,1,5,2,0,0,12,0,0,0,0,0,0
2021-06-10,21,0,11,0,14,0,5,1,1,0,558.6,0.0,0.0,65.50578282828245,21,0,7,3,5,4,0,2,21,0,0,0,0,0,0
2021-06-11,16,0,40,1,9,0,6,1,0,0,1219.6,5.6,0.0,102.75227642276394,16,0,6,2,6,1,0,1,16,0,0,0,0,0,0
2021-06-12,45,1,12,1,9,31,4,1,0,0,399.8,20.38,0.0,163.72320512820485,45,0,8,11,10,10,0,6,45,0,0,0,0,0,0
2021-06-13,55,2,4,2,11,37,5,1,1,0,230.6,0.0,0.0,504.9039351851848,55,0,16,13,10,10,0,6,55,0,0,0,0,0,0
2021-06-14,28,4,7,1,2,18,7,1,0,0,339.0,0.0,0.0,101.03624999999964,28,0,7,7,5,6,0,3,28,0,0,0,0,0,0
2021-06-15,10,2,8,0,3,1,4,2,0,0,195.8,0.0,0.0,134.25493055555538,10,0,6,3,0,1,0,0,10,0,0,0,0,0,0
2021-06-16,10,1,6,0,3,0,5,2,0,0,101.8,0.0,0.0,76.93499999999968,10,0,4,4,1,1,0,0,10,0,0,0,0,0,0
2021-06-17,10,1,4,0,3,0,5,2,0,0,74.6,0.0,0.0,78.5426388888885,10,0,5,4,1,0,0,0,10,0,0,0,0,0,0
2021-06-18,8,0,41,1,2,0,4,2,0,0,1139.5,40.88,0.0,109.47983465608438,8,0,4,2,2,0,0,0,8,0,0,0,0,0,0
2021-06-19,42,0,20,1,5,33,2,2,0,0,759.8,11.56,0.0,133.81981481481452,42,0,5,11,6,9,0,11,41,1,0,0,0,0,0
2021-06-20,56,0,2,0,6,44,2,3,1,0,91.5,0.0,0.0,41.1037499999995,56,0,15,11,6,12,0,12,56,0,0,0,0,0,0
2021-06-21,18,0,11,1,1,12,2,3,0,0,457.5,0.0,0.0,65.41053240740716,18,0,7,4,3,3,0,1,18,0,0,0,0,0,0
2021-06-22,14,1,17,0,6,1,4,3,0,0,575.6,0.0,0.0,56.96073529411729,14,0,7,2,1,4,0,0,14,0,0,0,0,0,0
2021-06-23,21,1,12,0,11,0,6,3,1,0,448.9,0.0,0.0,64.7196527777775,21,0,10,2,2,5,1,1,21,0,0,0,0,0,0
2021-06-24,24,0,15,0,12,0,7,3,2,0,473.3,0.0,0.0,61.02368518518473,24,0,9,4,3,7,0,1,24,0,0,0,0,0,0
2021-06-25,27,0,38,3,14,0,7,2,4,0,1281.1,11.2,0.0,209.1381029810296,27,0,12,7,2,4,0,2,27,0,0,0,0,0,0
2021-06-26,48,3,22,0,16,24,5,1,2,0,620.8,24.0,0.0,235.2508838383836,48,0,13,13,6,11,0,5,47,1,0,0,0,0,0
2021-06-27,60,3,3,0,15,39,3,1,2,0,182.8,0.0,0.0,162.43787037037,60,0,26,12,6,11,0,5,60,0,0,0,0,0,0
2021-06-28,21,1,14,1,4,15,1,1,0,0,415.1,5.13,0.0,140.25266666666647,21,0,10,2,2,5,0,2,21,0,0,0,0,0,0
2021-06-29,14,2,10,1,10,1,2,1,0,0,261.4,35.64,0.0,57.02659090909063,14,0,4,1,3,5,1,0,14,0,0,0,0,0,0
2021-06-30,14,1,13,1,10,1,2,1,0,0,471.5,48.92999999999999,0.0,187.25192460317444,14,0,6,1,3,4,0,0,14,0,0,0,0,0,0
2021-07-01,13,2,12,2,7,0,5,1,0,0,412.8,20.44,39.0,162.47341269841243,13,0,4,1,6,2,0,0,13,0,0,0,0,0,0
2021-07-02,15,4,33,0,11,0,4,0,0,0,1046.5,175.2,19.5,170.28840909090877,12,3,9,1,3,1,0,1,15,0,0,0,0,0,0
2021-07-03,39,0,18,0,10,24,4,0,1,0,511.0,87.02,6.5,95.91868827160457,34,5,6,9,7,10,0,7,39,0,0,0,0,0,0
2021-07-04,50,0,4,0,13,34,3,0,0,0,311.70000000000005,62.34,0.0,33.20673611111075,45,5,14,8,9,13,0,6,50,0,0,0,0,0,0
2021-07-05,24,0,11,0,5,13,6,0,0,0,404.7,56.14,0.0,69.60575757575727,21,3,5,4,7,6,0,2,24,0,0,0,0,0,0
2021-07-06,13,0,18,1,6,1,4,0,2,0,492.4,88.28,19.5,105.7461695906429,13,0,4,1,4,2,0,2,13,0,0,0,0,0,1
2021-07-07,19,1,19,1,11,0,5,0,3,0,516.7,105.75,13.0,91.76316666666632,17,2,7,3,4,3,0,2,19,0,0,0,0,0,1
2021-07-08,18,2,13,1,10,0,6,0,2,0,538.0,77.18,13.0,216.29045634920573,17,1,4,4,6,1,1,2,17,1,0,0,0,0,1
2021-07-09,23,0,31,3,13,0,6,1,3,0,1163.7,187.3,26.0,212.11106209150307,22,1,7,4,9,1,0,2,23,0,0,0,0,0,1
2021-07-10,41,3,21,0,8,21,9,1,2,0,867.0,168.32,19.5,229.7774074074069,36,5,5,8,13,9,1,5,41,0,0,0,0,0,1
2021-07-11,53,2,16,1,12,24,15,1,1,0,640.4,115.28,0.0,124.94215686274492,45,8,9,7,19,13,1,4,53,0,0,0,0,0,1
2021-07-12,28,1,12,2,3,4,19,1,1,0,418.9,67.33,26.0,166.3871230158727,25,3,6,2,11,5,1,3,27,1,0,0,0,0,1
2021-07-13,31,2,11,0,9,0,21,1,0,0,292.9,58.58,6.5,34.96376262626209,24,7,8,1,13,6,1,2,31,0,0,0,0,0,1
2021-07-14,27,2,21,1,4,0,22,1,0,0,979.5,182.4,13.0,75.14089646464605,24,3,5,2,10,5,1,4,27,0,0,0,0,1,1
2021-07-15,38,3,22,3,13,0,23,1,1,0,699.3,83.6,19.5,164.91226666666648,36,2,10,4,11,6,1,6,36,2,0,0,0,0,1
2021-07-16,43,3,35,1,19,0,22,1,1,0,1174.3,228.73,6.5,101.3803858024688,39,4,14,3,10,7,3,6,42,1,0,0,0,0,1
2021-07-17,63,3,17,0,18,21,22,1,1,0,722.6,66.17999999999999,19.5,425.4979084967317,59,4,15,12,12,12,3,9,62,1,0,0,0,0,1
2021-07-18,58,2,9,0,12,27,16,3,0,0,342.0,76.86,0.0,165.69895061728369,53,5,15,11,13,10,1,8,58,0,0,0,0,0,1
2021-07-19,23,1,13,0,3,7,10,3,0,0,557.3,111.46,13.0,115.75965811965776,19,4,3,6,6,3,1,4,23,0,0,0,0,0,1
2021-07-20,24,1,13,2,13,1,7,3,0,0,560.9,112.18,26.0,58.37690740740693,20,4,5,6,8,3,1,1,24,0,0,0,0,0,1
2021-07-21,30,2,10,0,19,0,8,3,0,0,250.8,50.16,6.5,86.1126111111108,22,8,8,6,7,5,3,1,30,0,0,0,0,0,1
2021-07-22,24,2,13,1,14,0,7,3,0,0,519.4,76.88,0.0,129.8609920634922,18,6,5,6,4,5,2,2,23,1,0,0,0,0,1
2021-07-23,19,2,37,3,3,0,8,4,4,0,1131.2,218.34,13.0,170.5005972222219,16,3,1,5,3,6,2,2,19,0,0,0,0,0,1
2021-07-24,49,3,26,0,8,26,9,4,2,0,909.2,167.24,19.5,109.38928418803386,44,5,5,12,9,10,2,11,48,1,0,0,0,0,1
2021-07-25,63,2,7,0,11,32,12,5,3,0,313.6,62.720000000000006,13.0,103.14309523809514,57,6,16,14,10,11,2,10,63,0,0,0,0,0,1
2021-07-26,29,1,8,1,5,8,11,5,0,0,304.7,60.94,6.5,234.48524691358,24,5,9,5,5,5,2,3,29,0,0,0,0,0,1
2021-07-27,23,0,15,0,5,0,11,5,2,0,598.0,119.6,13.0,78.14949999999953,20,3,9,4,4,3,1,2,23,0,0,0,0,0,1
2021-07-28,27,0,13,1,8,0,11,6,2,0,547.8,109.56,6.5,179.12541666666644,23,4,12,3,5,4,0,3,27,0,0,0,0,0,1
2021-07-29,31,0,13,0,8,0,14,7,2,0,460.7,92.14,0.0,72.10852564102547,27,4,12,3,8,4,0,4,31,0,0,0,0,0,1
2021-07-30,27,0,33,1,7,0,11,8,1,0,1022.9,205.08,13.0,153.45487745098012,23,4,9,2,8,4,1,3,27,0,0,0,0,0,1
2021-07-31,44,1,16,0,5,23,7,8,1,0,795.6,148.42000000000002,0.0,226.17185763888844,40,4,5,5,13,11,2,8,44,0,0,0,0,0,1
2021-08-01,56,1,11,1,9,28,10,8,1,0,455.7,91.14,0.0,65.65048611111075,52,4,9,7,20,10,2,8,56,0,0,0,0,0,1
2021-08-02,36,1,1,0,3,11,14,8,0,0,73.0,14.6,0.0,258.123611111111,32,4,8,2,13,7,0,6,36,0,0,0,0,0,1
2021-08-03,23,1,7,0,2,2,11,8,0,0,302.2,60.440000000000005,6.5,133.77634920634887,19,4,7,1,9,5,0,1,23,0,0,0,0,0,1
2021-08-04,24,1,5,1,2,0,13,8,1,0,343.0,68.6,13.0,340.4033333333333,19,5,7,2,8,6,0,1,24,0,0,0,0,0,1
2021-08-05,25,2,17,0,2,0,14,8,1,0,869.1,205.86,32.5,205.5530228758168,19,6,8,4,6,6,0,1,25,0,0,0,1,0,1
2021-08-06,38,2,30,0,7,0,19,9,3,0,1293.4,276.38,45.5,95.72055555555526,28,10,8,5,13,9,0,3,37,1,0,0,0,0,1
2021-08-07,59,1,12,1,7,21,19,10,2,0,512.8000000000001,86.82,6.5,300.6421153846149,44,15,12,6,17,12,0,12,59,0,0,0,0,0,1
2021-08-08,63,2,10,1,7,26,17,11,2,0,481.9,93.44,13.0,275.9372727272727,48,15,18,5,16,11,1,12,63,0,0,0,0,0,1
2021-08-09,43,1,6,0,3,10,18,10,2,0,316.79999999999995,65.03999999999999,6.5,184.96490740740683,34,9,15,4,11,8,1,4,43,0,0,0,0,0,1
2021-08-10,34,1,4,0,4,4,16,10,0,0,166.3,33.26,0.0,187.86041666666625,26,8,15,2,9,5,1,2,34,0,0,0,0,0,1
2021-08-11,32,1,11,1,6,0,16,10,0,0,418.5,83.7,13.0,74.02849537037008,25,7,14,2,9,5,1,1,32,0,0,0,0,0,1
2021-08-12,33,2,10,1,7,0,14,10,2,0,474.1,94.82,6.5,70.47868686868637,25,8,14,4,8,5,1,1,32,1,0,0,0,0,1
2021-08-13,34,3,36,3,8,0,14,10,2,0,1507.7,263.64,45.5,164.0233190883188,26,8,13,4,7,7,1,2,34,0,0,0,0,0,1
2021-08-14,58,5,17,0,9,25,12,11,1,0,744.0,148.8,6.5,107.35749999999976,47,11,13,9,16,8,1,11,58,0,0,0,0,0,1
2021-08-15,66,4,5,1,8,35,12,10,1,0,284.8,56.96,0.0,20.899999999999498,55,11,19,8,18,9,1,11,66,0,0,0,0,1,1
2021-08-16,45,3,10,2,5,20,11,9,0,0,428.5,58.7,13.0,92.15027777777742,38,7,13,7,13,7,1,4,45,0,0,0,0,0,1
2021-08-17,24,4,6,0,4,3,9,7,1,0,261.1,52.22,6.5,41.092175925925496,20,4,11,2,6,3,1,1,24,0,0,0,0,0,1
2021-08-18,22,3,7,0,5,0,9,7,1,0,405.0,81.0,13.0,98.71281746031714,18,4,6,2,7,5,1,1,22,0,0,0,0,0,1
2021-08-19,26,3,16,0,7,0,12,7,0,0,761.6,152.32,6.5,93.45668402777731,20,6,7,2,9,7,1,0,25,1,0,0,0,0,1
2021-08-20,33,2,25,2,9,0,14,7,3,0,860.6,172.12,13.0,162.13628600823014,28,5,6,5,12,7,1,2,33,0,0,0,0,0,1
2021-08-21,51,4,12,3,7,21,14,6,3,0,472.3,94.46,13.0,86.6930555555552,45,6,8,10,13,11,1,8,51,0,0,0,0,0,1
2021-08-22,57,6,16,2,8,24,16,6,3,0,621.5,124.3,26.0,107.2333796296295,49,8,12,9,14,13,1,8,57,0,0,0,0,0,1
2021-08-23,36,3,6,1,6,7,17,5,1,0,289.9,57.98,6.5,290.5542063492056,27,9,10,4,10,8,0,4,36,0,0,0,0,0,1
2021-08-24,28,3,10,2,6,1,15,5,1,0,479.1,97.5,6.5,454.3403009259252,20,8,13,4,6,4,0,1,28,0,0,0,0,0,1
2021-08-25,27,3,7,1,7,0,15,4,1,0,184.2,36.84,6.5,89.35267361111087,20,7,12,2,7,5,0,1,27,0,0,0,0,0,1
2021-08-26,26,3,8,4,7,0,14,4,1,0,357.0,71.4,6.5,215.98594907407383,19,7,13,2,7,4,0,0,25,1,0,0,0,0,1
2021-08-27,25,5,32,0,9,0,11,4,1,0,1131.0,199.84,26.0,111.01452256944395,19,6,9,1,9,5,0,1,25,0,0,0,0,0,1
2021-08-28,49,2,17,1,10,23,11,4,1,0,476.8,75.72,6.5,236.85603395061688,41,8,14,8,13,12,0,2,48,1,0,0,0,0,1
2021-08-29,52,2,10,0,12,27,8,4,1,0,467.6,60.38,6.5,122.94819444444413,44,8,15,8,15,12,0,2,52,0,0,0,0,0,1
2021-08-30,25,0,10,1,5,7,6,4,3,0,291.1,29.48,19.5,142.26358585858563,21,4,6,1,8,7,0,3,25,0,0,0,0,0,1
2021-08-31,21,1,6,1,9,0,5,4,3,0,194.4,21.96,0.0,80.51190476190443,14,7,5,1,5,6,0,4,21,0,0,0,0,0,1
2021-09-01,12,2,7,1,6,0,3,3,0,0,205.2,0.0,19.5,32.616284722222,6,6,4,1,3,3,0,1,12,0,0,0,0,0,1
2021-09-02,11,2,9,0,5,0,4,2,0,0,313.0,0.0,19.5,50.179382716049,6,5,5,1,2,3,0,0,11,0,0,0,0,0,0
2021-09-03,15,1,34,2,7,0,5,2,1,0,1023.8,0.0,26.0,139.54577932098726,9,6,6,1,3,4,0,1,15,0,0,0,0,0,0
2021-09-04,39,2,8,0,5,25,5,3,1,0,250.1,0.0,6.5,48.309756944444,30,9,7,6,5,14,0,7,39,0,0,0,0,0,0
2021-09-05,42,1,4,0,4,30,4,3,1,0,166.3,0.0,6.5,64.62409722222199,33,9,13,5,5,12,0,7,42,0,0,0,0,0,0
2021-09-06,19,0,14,1,3,9,3,3,1,0,581.6,0.0,26.0,74.45885185185153,13,6,8,0,4,5,0,2,19,0,0,0,0,0,0
2021-09-07,17,1,23,1,8,1,2,4,2,0,740.5,0.0,58.5,228.3695601851846,9,8,8,3,4,2,0,0,17,0,0,0,0,0,0
2021-09-08,26,2,14,0,19,0,2,4,1,0,476.5,0.0,26.0,78.31543650793614,10,16,12,5,6,3,0,0,26,0,0,0,0,0,0
2021-09-09,22,1,11,0,15,0,4,3,0,0,250.5,0.0,13.0,100.8847222222221,10,12,10,5,6,1,0,0,22,0,0,0,0,0,0
2021-09-10,20,0,54,4,13,0,4,2,1,0,1574.0,52.2,58.5,179.36839080459742,12,8,7,4,6,3,0,0,20,0,0,0,0,0,0
2021-09-11,56,3,17,2,5,46,3,2,0,0,506.4,5.1,0.0,120.58067251461958,45,11,8,17,6,18,0,7,56,0,0,0,0,0,0
2021-09-12,70,5,3,0,11,55,2,2,0,0,108.6,0.0,0.0,103.14046296296269,61,9,18,17,8,20,0,7,70,0,0,0,0,0,0
2021-09-13,21,2,14,0,3,13,3,2,0,0,691.4,0.0,26.0,63.730595238095006,17,4,9,4,1,4,0,3,21,0,0,0,0,0,0
2021-09-14,18,0,15,1,7,3,7,1,0,0,514.2,0.0,26.0,111.50083333333323,13,5,13,2,2,0,0,1,18,0,0,0,0,0,0
2021-09-15,28,1,16,0,17,1,6,1,3,0,413.1,0.0,45.5,60.18942708333294,21,7,16,5,5,1,0,1,28,0,0,0,0,0,0
2021-09-16,23,0,17,1,15,0,6,1,1,0,504.1,4.26,26.0,44.94149691357995,14,9,11,5,4,3,0,0,22,1,0,0,0,0,0
2021-09-17,16,1,38,4,5,0,6,0,5,0,1232.4,17.7,52.0,179.35115740740716,12,4,7,4,2,1,0,2,16,0,0,0,0,0,0
2021-09-18,43,5,22,0,6,28,4,0,5,0,631.8,0.0,39.0,82.70348484848436,33,10,5,16,5,6,0,11,42,1,0,0,0,0,0
2021-09-19,62,5,4,0,12,41,4,0,5,0,138.8,0.0,0.0,13.7613888888885,47,15,21,16,8,7,0,10,62,0,0,0,0,0,0
2021-09-20,18,2,22,1,1,12,4,0,1,0,821.9,0.0,52.0,172.0874637681157,14,4,3,4,4,3,0,4,18,0,0,0,0,0,0
2021-09-21,27,2,14,0,19,3,5,0,0,0,485.2,0.0,19.5,150.54874999999987,20,7,6,6,9,4,0,2,26,1,0,0,0,0,0
2021-09-22,29,0,13,1,22,2,4,0,1,0,283.2,0.0,6.5,87.28700396825373,23,6,6,5,9,7,0,2,29,0,0,0,0,0,0
2021-09-23,21,0,15,1,16,0,4,0,1,0,523.8,0.0,13.0,46.02010416666632,16,5,3,6,6,4,1,1,18,3,0,0,0,0,0
2021-09-24,16,0,48,2,10,0,5,0,1,0,1432.3,20.95,39.0,161.40304444444428,14,2,4,3,7,1,0,1,16,0,0,0,0,0,0
2021-09-25,56,2,22,1,8,43,4,0,1,0,698.2,0.0,6.5,185.82565217391272,50,6,4,18,8,19,0,7,56,0,0,0,0,0,0
2021-09-26,71,3,2,0,11,57,2,0,1,0,98.5,0.0,0.0,774.134722222223,66,5,17,18,8,20,0,8,71,0,0,0,0,0,0
2021-09-27,21,0,16,1,2,17,2,0,0,0,591.3,3.25,32.5,80.9360294117643,21,0,4,2,4,7,0,4,21,0,0,0,0,0,0
2021-09-28,21,1,14,0,11,5,3,0,2,0,490.3,0.0,13.0,95.95388888888864,16,5,8,2,4,4,0,3,21,0,0,0,0,0,0
2021-09-29,24,1,14,0,16,2,3,0,3,0,395.4,0.0,19.5,134.63063492063463,20,4,11,3,4,3,0,3,24,0,0,0,0,0,0
2021-09-30,19,0,24,1,12,0,4,0,3,0,872.7,0.0,32.5,170.08024444444428,16,3,7,3,3,4,0,2,18,1,0,0,0,0,0
2021-10-01,20,0,45,1,12,0,6,0,2,0,1450.1,40.97,45.5,134.5072222222219,14,6,9,4,2,3,0,2,20,0,0,0,0,0,0
2021-10-02,55,1,20,2,14,35,4,0,2,0,579.9,30.67,13.0,189.95628787878772,44,11,10,14,7,10,0,14,54,1,0,0,0,0,0
2021-10-03,71,3,1,0,14,51,4,0,2,0,33.9,0.0,6.5,290.646111111111,59,12,23,16,8,10,1,13,70,1,0,0,0,0,0
2021-10-04,30,0,15,3,4,22,4,0,0,0,532.6,0.0,45.5,113.64611111111076,24,6,7,7,6,6,0,4,30,0,0,0,0,0,0
2021-10-05,20,3,16,0,13,3,3,0,1,0,577.8,0.0,26.0,110.4918055555552,11,9,8,1,2,6,0,3,18,2,0,0,0,0,0
2021-10-06,20,2,14,2,15,0,4,0,1,0,553.8,10.17,26.0,144.2592013888886,16,4,7,2,2,8,0,1,20,0,0,0,0,0,0
2021-10-07,19,0,14,4,14,0,5,0,0,0,465.7,0.0,39.0,57.4096759259255,12,7,7,2,4,6,0,0,19,0,0,0,0,0,0
2021-10-08,23,2,39,2,15,0,6,0,2,0,1260.4,49.15,26.0,152.3389769647694,15,8,11,3,3,5,0,1,22,1,0,0,0,0,0
2021-10-09,47,3,18,0,14,28,4,0,1,0,468.8,18.6,13.0,143.91572530864167,41,6,11,15,2,16,1,2,46,1,0,0,0,0,0
2021-10-10,58,2,3,0,17,36,4,0,1,0,89.6,10.17,6.5,259.9717592592594,51,7,17,14,6,18,1,2,57,1,0,0,0,0,0
2021-10-11,22,0,15,0,6,12,3,0,1,0,631.0,6.5,19.5,93.551833333333,18,4,5,4,3,7,1,2,22,0,0,0,0,0,0
2021-10-12,16,0,20,1,11,1,3,0,1,0,689.1,6.5,45.5,123.08160052910024,13,3,6,2,1,5,1,1,16,0,0,0,0,0,0
2021-10-13,23,1,21,2,16,0,5,0,2,0,607.8,0.0,39.0,106.25615942028948,16,7,10,2,3,7,0,1,23,0,0,0,0,0,0
2021-10-14,31,3,18,2,24,0,5,0,2,0,442.3,6.5,26.0,79.21322222222175,23,8,12,3,5,8,0,3,30,1,0,0,0,0,0
2021-10-15,19,1,32,1,12,0,4,0,3,0,1013.6,0.0,26.0,101.16921717171682,16,3,8,3,3,3,0,2,17,2,0,0,0,0,0
2021-10-16,33,1,22,3,9,21,2,0,1,0,638.9,5.1,26.0,223.95153333333303,29,4,8,3,7,8,0,7,33,0,0,0,0,0,0
2021-10-17,50,4,6,2,16,32,1,0,1,0,162.3,0.0,6.5,83.23354166666626,43,7,23,3,7,9,1,7,49,1,0,0,0,0,0
2021-10-18,22,1,22,1,5,16,1,0,0,0,726.8,0.0,65.0,82.11043478260827,16,6,11,1,4,3,1,2,22,0,0,0,0,0,0
2021-10-19,19,1,15,1,14,0,3,0,2,0,586.1,0.0,19.5,135.29694444444425,11,8,6,2,4,6,0,1,18,1,0,0,0,0,0
2021-10-20,23,2,16,1,17,0,4,1,1,0,471.0,0.0,32.5,139.38785947712378,16,7,9,3,5,3,2,1,21,2,0,0,0,0,0
2021-10-21,19,2,20,0,11,0,5,1,2,0,837.2,0.0,26.0,91.59091666666616,12,7,9,4,3,2,1,0,18,1,0,0,0,0,0
2021-10-22,24,0,29,1,12,0,7,2,3,0,932.0,12.1,32.5,189.2117777777772,19,5,8,5,3,5,1,2,23,1,0,0,0,0,0
2021-10-23,38,1,17,6,10,19,5,2,2,0,627.4,0.0,13.0,270.25551932367136,33,5,8,11,4,11,0,4,38,0,0,0,0,0,1
2021-10-24,46,7,5,0,10,25,8,2,1,0,221.5,0.0,0.0,150.35944444444422,40,6,12,10,7,14,0,3,46,0,0,0,0,0,1
2021-10-25,28,2,14,4,5,12,8,2,1,0,454.9,0.0,32.5,160.51165123456755,24,4,9,5,2,10,0,2,28,0,0,0,0,0,1
2021-10-26,25,4,10,0,11,3,7,2,2,0,324.7,0.0,32.5,158.1895555555554,18,7,9,5,3,7,0,1,24,1,0,0,0,0,1
