date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package,turnover,discount,booking_fees,lead_time_hours,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30,strike,holidays,vacation
2021-06-01,19,1,9,0,11,1,6,1,0,0,220.5,0.0,0.0,40.78854938271556,19,0,8,3,3,3,2,0,19,0,0,0,0,0,0
2021-06-02,17,1,11,0,11,0,5,1,0,0,453.5,0.0,0.0,417.3200757575756,17,0,6,4,3,3,1,0,17,0,0,0,0,0,0
2021-06-03,17,0,8,0,12,0,4,1,0,0,365.0,0.0,0.0,290.4491666666664,17,0,5,5,1,5,1,0,17,0,0,0,0,0,0
2021-06-04,15,0,10,1,11,0,3,1,0,0,428.0,0.0,0.0,422.1270959595962,15,0,4,5,1,4,1,0,15,0,0,0,0,0,0
2021-06-05,20,1,0,0,12,3,5,0,0,0,0.0,0.0,0.0,0.0,20,0,7,6,2,5,0,0,20,0,0,0,0,0,0
2021-06-06,13,1,1,1,5,3,5,0,0,0,24.5,0.0,0.0,478.178472222222,13,0,5,2,1,5,0,0,13,0,0,0,0,0,0
2021-06-07,8,2,17,1,2,1,5,0,0,0,829.0,0.0,0.0,140.9786728395059,8,0,5,0,2,1,0,0,8,0,0,0,0,0,0
2021-06-08,19,1,9,1,6,1,12,0,0,0,333.0,0.0,0.0,69.2680555555553,19,0,9,3,1,4,0,2,19,0,0,0,0,0,0
2021-06-09,22,1,7,5,10,0,12,0,0,0,292.0,0.0,0.0,532.8094907407409,22,0,10,4,1,5,1,1,22,0,0,0,0,0,0
2021-06-10,22,6,7,1,10,0,12,0,0,0,397.0,0.0,0.0,35.699131944444126,22,0,9,5,2,5,0,1,22,0,0,0,0,0,0
2021-06-11,22,7,10,2,8,0,14,0,0,0,424.0,0.0,0.0,188.87300925925908,22,0,8,2,4,6,0,2,22,0,0,0,0,0,0
2021-06-12,22,4,3,1,7,4,11,0,0,0,106.5,0.0,0.0,738.6478472222229,22,0,5,4,5,7,0,1,22,0,0,0,0,0,0
2021-06-13,23,5,6,0,7,6,10,0,0,0,324.5,0.0,0.0,318.1332407407405,23,0,7,4,4,6,1,1,23,0,0,0,0,0,0
2021-06-14,17,3,13,2,4,4,9,0,0,0,568.5,0.0,0.0,317.63112962962964,17,0,4,3,5,4,1,0,17,0,0,0,0,0,0
2021-06-15,18,2,15,1,6,1,11,0,0,0,609.0,0.0,0.0,246.63145833333328,18,0,8,1,4,4,1,0,18,0,0,0,0,0,0
2021-06-16,24,2,7,0,12,0,12,0,0,0,373.5,0.0,0.0,184.91194444444383,24,0,8,2,4,9,1,0,24,0,0,0,0,0,0
2021-06-17,24,0,8,3,9,0,15,0,0,0,260.5,0.0,0.0,385.41479797979775,24,0,10,2,4,8,0,0,24,0,0,0,0,0,0
2021-06-18,22,2,11,0,8,0,14,0,0,0,563.5,0.0,0.0,320.0968686868684,22,0,10,2,5,5,0,0,22,0,0,0,0,0,0
2021-06-19,25,2,5,0,9,1,15,0,0,0,180.5,0.0,0.0,109.060833333333,25,0,12,2,7,2,2,0,25,0,0,0,0,0,0
2021-06-20,28,2,2,1,9,5,14,0,0,0,97.5,0.0,0.0,215.7424074074073,28,0,13,1,8,3,3,0,28,0,0,0,0,0,0
2021-06-21,13,2,15,3,2,3,8,0,0,0,632.0,19.5,0.0,456.4688425925927,13,0,5,0,4,1,3,0,13,0,0,0,0,0,0
2021-06-22,22,3,9,3,12,1,9,0,0,0,381.0,0.0,0.0,378.5308796296297,22,0,6,2,4,3,7,0,22,0,0,0,0,0,0
2021-06-23,25,5,7,1,17,0,8,0,0,0,300.0,0.0,0.0,329.0962499999999,25,0,8,3,4,3,7,0,25,0,0,0,0,0,0
2021-06-24,20,4,10,7,13,0,7,0,0,0,406.0,0.0,0.0,239.1378267973856,20,0,6,3,3,3,5,0,20,0,0,0,0,0,0
2021-06-25,19,6,16,2,12,0,7,0,0,0,680.5,8.7,0.0,300.11188271604885,19,0,4,3,5,4,3,0,19,0,0,0,0,0,0
2021-06-26,24,5,5,1,10,7,7,0,0,0,196.5,0.0,0.0,155.61851851851802,24,0,5,5,8,3,1,2,23,1,0,0,0,0,0
2021-06-27,26,5,2,0,9,11,6,0,0,0,113.5,0.0,0.0,161.290416666667,26,0,8,4,8,2,2,2,25,1,0,0,0,0,0
2021-06-28,16,2,17,0,3,8,5,0,0,0,626.0,0.0,0.0,198.60782679738543,16,0,6,3,3,2,2,0,16,0,0,0,0,0,0
2021-06-29,21,2,4,0,12,2,7,0,0,0,130.0,17.1,0.0,125.74152777777724,21,0,3,2,5,3,8,0,21,0,0,0,0,0,0
2021-06-30,11,1,13,1,6,0,5,0,0,0,480.0,41.55,0.0,124.68460317460293,11,0,2,1,3,2,2,1,11,0,0,0,0,0,0
2021-07-01,17,2,8,1,9,0,8,0,0,0,284.0,9.9,0.0,282.1473148148149,17,0,4,2,6,3,1,1,17,0,0,0,0,0,0
2021-07-02,17,2,12,0,9,0,8,0,0,0,524.5,12.15,0.0,193.53351851851824,17,0,4,2,6,2,3,0,17,0,0,0,0,0,0
2021-07-03,22,1,4,1,12,5,5,0,0,0,131.0,0.0,0.0,80.8875555555552,22,0,4,5,7,3,3,0,22,0,0,0,0,0,0
2021-07-04,18,2,7,1,7,7,4,0,0,0,292.0,0.0,0.0,175.16336805555525,18,0,4,5,5,3,1,0,18,0,0,0,0,0,0
2021-07-05,20,2,12,2,10,6,4,0,0,0,486.5,0.0,0.0,334.5152579365079,20,0,3,6,4,5,2,0,20,0,0,0,0,0,0
2021-07-06,21,3,13,0,15,2,4,0,0,0,535.0,26.700000000000003,0.0,426.1649358974357,21,0,4,4,4,7,2,0,21,0,0,0,0,0,1
2021-07-07,22,1,12,0,18,0,4,0,0,0,438.5,19.5,0.0,413.2294212962963,22,0,4,2,5,5,5,1,22,0,0,0,0,0,1
2021-07-08,24,1,8,3,20,0,4,0,0,0,308.5,19.5,0.0,112.4349494949492,24,0,3,4,5,6,5,1,24,0,0,0,0,0,1
2021-07-09,16,2,17,0,11,0,5,0,0,0,829.0,43.9,0.0,492.6900980392152,16,0,4,4,3,4,1,0,16,0,0,0,0,0,1
2021-07-10,25,0,6,0,13,4,8,0,0,0,325.5,0.0,0.0,129.24643518518482,25,0,4,8,8,1,4,0,25,0,0,0,0,0,1
2021-07-11,26,0,6,2,9,6,11,0,0,0,402.0,27.0,0.0,193.33763888888865,26,0,8,7,7,1,3,0,26,0,0,0,0,0,1
2021-07-12,23,2,8,1,6,4,12,1,0,0,333.0,0.0,0.0,245.99206790123463,23,0,7,7,3,2,3,1,23,0,0,0,0,0,1
2021-07-13,23,2,5,1,9,1,12,1,0,0,259.0,14.6,0.0,800.7504166666662,23,0,8,3,5,2,3,2,23,0,0,0,0,0,1
2021-07-14,20,3,6,0,7,0,12,1,0,0,332.5,0.0,0.0,147.32148148148116,20,0,6,5,3,2,2,2,20,0,0,0,0,1,1
2021-07-15,20,2,9,3,8,0,11,1,0,0,405.0,0.0,0.0,193.33449074074065,20,0,4,2,6,1,5,2,20,0,0,0,0,0,1
2021-07-16,22,3,11,0,10,0,11,1,0,0,437.0,5.8,0.0,247.2139393939389,22,0,5,5,5,1,3,3,22,0,0,0,0,0,1
