date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package,turnover,discount,booking_fees,lead_time_hours,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30,strike,holidays,vacation
2021-06-01,12,2,5,1,3,0,6,3,0,0,283.7,0.0,0.0,52.81222222222184,12,0,3,5,1,2,0,1,12,0,0,0,0,0,0
2021-06-02,15,2,3,0,6,0,6,3,0,0,122.6,0.0,0.0,93.48768518518466,15,0,2,6,4,2,0,1,15,0,0,0,0,0,0
2021-06-03,13,0,4,0,5,0,6,2,0,0,130.2,0.0,0.0,103.3441666666665,13,0,1,5,3,1,2,1,13,0,0,0,0,0,0
2021-06-04,9,0,2,0,2,0,5,2,0,0,58.0,0.0,0.0,273.893611111111,9,0,1,5,2,1,0,0,9,0,0,0,0,0,0
2021-06-05,7,0,2,0,1,2,2,2,0,0,83.4,0.0,0.0,22.4361111111105,7,0,0,3,2,2,0,0,7,0,0,0,0,0,0
2021-06-06,9,0,0,1,2,2,3,2,0,0,0.0,0.0,0.0,427.044166666667,9,0,0,4,3,2,0,0,9,0,0,0,0,0,0
2021-06-07,5,1,5,0,0,1,2,2,0,0,248.4,0.0,0.0,122.432333333333,5,0,0,1,3,1,0,0,5,0,0,0,0,0,0
2021-06-08,8,1,4,1,4,0,2,2,0,0,253.7,0.0,0.0,131.9260555555556,8,0,0,2,3,2,1,0,8,0,0,0,0,0,0
2021-06-09,11,1,3,0,5,0,4,2,0,0,98.9,0.0,0.0,117.324907407407,11,0,1,1,5,2,2,0,11,0,0,0,0,0,0
2021-06-10,12,0,6,0,6,0,4,2,0,0,323.4,0.0,0.0,165.26856481481465,12,0,2,2,4,2,2,0,12,0,0,0,0,0,0
2021-06-11,11,0,13,1,1,0,9,1,0,0,534.7,5.8,0.0,128.76182539682517,11,0,4,2,2,2,1,0,11,0,0,0,0,0,0
