date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package,turnover,discount,booking_fees,lead_time_hours,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30,strike,holidays,vacation
2021-06-01,9,1,4,0,2,0,6,1,0,0,243.8,0.0,0.0,88.98597222222199,9,0,0,3,0,5,0,1,9,0,0,0,0,0,0
2021-06-02,13,0,2,1,4,0,8,1,0,0,89.2,0.0,0.0,436.7297222222237,13,0,1,3,1,7,0,1,13,0,0,0,0,0,0
2021-06-03,10,1,6,1,1,0,8,1,0,0,327.5,0.0,0.0,130.3211507936506,10,0,1,2,1,6,0,0,10,0,0,0,0,0,0
2021-06-04,14,2,20,1,6,0,7,1,0,0,987.8,0.0,0.0,70.40902116402081,14,0,1,2,3,8,0,0,14,0,0,0,0,0,0
2021-06-05,31,3,5,1,6,15,9,1,0,0,293.9,3.98,0.0,38.39527777777733,31,0,1,5,5,17,0,3,31,0,0,0,0,0,0
2021-06-06,35,4,4,0,6,17,11,1,0,0,151.6,0.0,0.0,134.3684027777775,35,0,3,6,6,17,0,3,34,1,0,0,0,0,0
2021-06-07,28,4,10,0,6,12,9,1,0,0,580.3,0.0,0.0,133.2971666666665,28,0,2,4,7,13,0,2,28,0,0,0,0,0,0
2021-06-08,21,0,5,0,9,2,9,1,0,0,262.6,0.0,0.0,18.3818888888884,21,0,4,3,4,8,0,2,21,0,0,0,0,0,0
2021-06-09,17,0,3,0,9,1,7,0,0,0,132.8,0.0,0.0,137.909907407407,17,0,6,1,2,7,0,1,17,0,0,0,0,0,0
2021-06-10,16,0,7,0,8,0,8,0,0,0,485.7,0.0,0.0,109.20976190476172,16,0,4,1,1,9,0,1,16,0,0,0,0,0,0
2021-06-11,15,0,21,1,4,0,11,0,0,0,780.0,28.0,0.0,205.04967171717152,15,0,3,1,3,8,0,0,15,0,0,0,0,0,0
2021-06-12,33,1,3,0,3,21,9,0,0,0,150.0,0.0,0.0,228.95212962962933,33,0,2,5,3,19,0,4,33,0,0,0,0,0,0
2021-06-13,34,1,2,1,3,24,7,0,0,0,148.9,0.0,0.0,490.22148148148,34,0,4,5,3,18,0,4,34,0,0,0,0,0,0
2021-06-14,17,1,6,0,1,8,8,0,0,0,356.7,0.0,0.0,203.1559259259253,17,0,4,2,2,9,0,0,17,0,0,0,0,0,0
2021-06-15,12,1,10,0,4,1,7,0,0,0,567.3000000000001,0.0,0.0,98.83752777777752,12,0,3,1,3,5,0,0,12,0,0,0,0,0,0
2021-06-16,16,1,8,0,6,0,10,0,0,0,534.8,0.0,0.0,97.73409722222225,16,0,3,3,3,5,0,2,16,0,0,0,0,0,0
2021-06-17,21,0,4,1,7,0,14,0,0,0,189.8,0.0,0.0,51.004055555555205,21,0,3,3,5,7,0,3,21,0,0,0,0,0,0
2021-06-18,21,0,27,5,7,0,14,0,0,0,1112.8,35.0,0.0,174.2478124999997,21,0,4,2,6,7,0,2,21,0,0,0,0,0,0
2021-06-19,42,4,9,0,4,25,13,0,0,0,463.5,0.0,0.0,175.412685185185,42,0,5,10,5,17,0,5,42,0,0,0,0,0,0
2021-06-20,49,4,1,1,9,27,13,0,0,0,55.9,0.0,0.0,58.434166666666,49,0,6,11,7,20,0,5,49,0,0,0,0,0,0
2021-06-21,28,5,11,3,6,13,9,0,0,0,604.2,0.0,0.0,148.97978174603142,28,0,3,4,3,16,0,2,28,0,0,0,0,0,0
2021-06-22,17,3,0,0,10,1,6,0,0,0,0.0,0.0,0.0,0.0,17,0,3,2,1,11,0,0,17,0,0,0,0,0,0
2021-06-23,12,3,6,0,7,0,5,0,0,0,275.5,0.0,0.0,76.11416666666632,12,0,2,2,1,7,0,0,12,0,0,0,0,0,0
2021-06-24,12,1,9,0,7,0,5,0,0,0,622.5,0.0,0.0,64.85401234567867,12,0,1,1,1,9,0,0,12,0,0,0,0,0,0
2021-06-25,18,1,34,1,9,0,8,1,0,0,1442.5,7.0,0.0,275.05625396825377,18,0,1,1,4,12,0,0,18,0,0,0,0,0,0
2021-06-26,50,2,9,1,12,28,9,1,0,0,423.8,14.0,0.0,229.7953055555553,50,0,5,10,5,28,0,2,50,0,0,0,0,0,0
