date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package,turnover,discount,booking_fees,lead_time_hours,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30,strike,holidays,vacation
2021-06-01,19,1,15,0,12,4,0,3,0,0,575.0,0.0,0.0,72.6866851851848,13,6,5,2,5,6,0,1,19,0,0,0,0,0,0
2021-06-02,17,1,10,0,14,0,0,3,0,0,408.9,0.0,21.0,120.6587222222219,15,2,4,3,5,4,0,1,17,0,0,0,0,0,0
2021-06-03,17,1,15,1,14,0,0,3,0,0,583.0,0.0,7.0,80.719131944444,15,2,2,5,6,3,0,1,17,0,0,0,0,0,0
2021-06-04,15,2,53,5,12,0,0,3,0,0,1786.4,61.15,0.0,105.4166522988502,14,1,3,5,2,1,1,3,15,0,0,0,0,0,0
2021-06-05,59,6,19,1,11,45,0,3,0,0,508.1,0.0,7.0,330.6428055555551,58,1,8,33,1,6,1,10,59,0,0,0,0,0,0
2021-06-06,70,7,7,0,7,60,0,3,0,0,479.5,0.0,7.0,97.0941269841267,68,2,18,32,4,6,1,9,70,0,0,0,0,0,0
2021-06-07,23,1,14,1,8,12,0,3,0,0,625.8,0.0,7.0,95.9431111111108,21,2,5,7,2,5,0,4,23,0,0,0,0,0,0
2021-06-08,17,2,23,0,14,0,0,3,0,0,1013.6,0.0,7.0,72.16346618357457,14,3,6,6,1,3,1,0,17,0,0,0,0,0,0
2021-06-09,29,2,18,3,25,0,0,4,0,0,696.2,0.0,28.0,159.8415343915341,25,4,7,7,1,10,3,1,28,1,0,0,0,0,0
2021-06-10,26,2,19,0,22,0,0,4,0,0,877.7,0.0,14.0,159.80024853801143,22,4,7,8,2,7,2,0,26,0,0,0,0,0,0
2021-06-11,26,1,68,2,23,0,0,3,0,0,2418.0,63.8,35.0,168.43894047619025,22,4,5,7,5,6,2,1,26,0,0,0,0,0,0
2021-06-12,75,3,25,2,21,52,0,2,0,0,999.1,0.0,28.0,138.6238374485593,69,6,7,35,8,12,3,10,75,0,0,0,0,0,0
2021-06-13,94,4,10,1,17,74,0,3,0,0,468.3,0.0,21.0,133.54146464646436,85,9,18,36,12,13,4,11,93,1,0,0,0,0,0
2021-06-14,36,3,25,3,13,20,0,3,0,0,926.0,0.0,28.0,168.19718253968225,30,6,6,8,5,11,1,5,36,0,0,0,0,0,0
