date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package,turnover,discount,booking_fees,lead_time_hours,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30,strike,holidays,vacation
2021-06-01,6,0,0,0,4,0,2,0,0,0,0.0,0.0,0.0,0.0,6,0,3,0,1,1,1,0,6,0,0,0,0,0,0
2021-06-02,4,0,2,0,3,0,1,0,0,0,45.0,0.0,0.0,30.927083333333,4,0,3,0,0,1,0,0,4,0,0,0,0,0,0
2021-06-03,5,0,0,0,4,0,1,0,0,0,0.0,0.0,0.0,0.0,5,0,2,0,0,2,0,1,5,0,0,0,0,0,0
2021-06-04,2,0,3,0,1,0,1,0,0,0,83.0,0.0,0.0,164.670648148148,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0
2021-06-05,3,0,1,1,2,0,1,0,0,0,31.2,0.0,0.0,130.570138888889,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-06-06,4,1,1,0,2,1,1,0,0,0,55.0,0.0,0.0,2014.40638888889,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0
2021-06-07,3,1,2,0,0,1,2,0,0,0,93.0,0.0,0.0,473.52583333333297,3,0,2,0,0,0,0,1,3,0,0,0,0,0,0
2021-06-08,4,0,3,0,1,0,3,0,0,0,132.6,0.0,0.0,233.022222222222,4,0,2,0,1,0,0,1,4,0,0,0,0,0,0
2021-06-09,7,0,3,0,4,0,3,0,0,0,148.0,0.0,0.0,246.73638888888863,7,0,4,0,2,0,0,1,7,0,0,0,0,0,0
2021-06-10,9,0,1,0,4,0,5,0,0,0,38.0,0.0,0.0,55.686111111111,9,0,4,0,2,1,0,2,9,0,0,0,0,0,0
2021-06-11,9,0,5,1,4,0,5,0,0,0,224.4,0.0,0.0,224.3099537037033,9,0,3,0,2,1,0,3,9,0,0,0,0,0,0
2021-06-12,11,1,2,0,4,2,5,0,0,0,55.400000000000006,0.0,0.0,81.54763888888851,11,0,1,2,4,1,0,3,11,0,0,0,0,0,0
2021-06-13,10,1,1,0,3,3,4,0,0,0,44.2,0.0,0.0,4.044722222222,10,0,1,2,4,2,0,1,10,0,0,0,0,0,0
2021-06-14,7,1,6,0,3,1,3,0,0,0,183.0,0.0,0.0,282.4468055555555,7,0,0,0,4,3,0,0,7,0,0,0,0,0,0
2021-06-15,9,0,2,2,5,1,3,0,0,0,41.5,0.0,0.0,182.61270833333325,9,0,2,2,2,3,0,0,9,0,0,0,0,0,0
2021-06-16,7,1,3,1,4,0,3,0,0,0,92.8,0.0,0.0,111.89881944444426,7,0,1,2,2,2,0,0,7,0,0,0,0,0,0
2021-06-17,5,1,3,0,2,0,3,0,0,0,112.4,0.0,0.0,30.744259259259,5,0,2,1,2,0,0,0,5,0,0,0,0,0,0
2021-06-18,6,1,8,0,2,0,4,0,0,0,207.4,0.0,0.0,157.86930555555526,6,0,0,2,3,0,0,1,6,0,0,0,0,0,0
2021-06-19,13,1,2,0,3,6,4,0,0,0,56.8,0.0,0.0,66.5649999999995,13,0,1,4,3,3,0,2,13,0,0,0,0,0,0
2021-06-20,12,1,1,0,1,7,4,0,0,0,25.6,0.0,0.0,92.135277777777,12,0,1,3,4,3,0,1,12,0,0,0,0,0,0
2021-06-21,8,1,1,0,1,4,3,0,0,0,31.8,0.0,0.0,172.1175,8,0,0,3,4,1,0,0,8,0,0,0,0,0,0
2021-06-22,4,0,4,0,2,1,1,0,0,0,77.6,0.0,0.0,35.4086111111105,4,0,0,0,3,0,0,1,4,0,0,0,0,0,0
