date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package,turnover,discount,booking_fees,lead_time_hours,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30,strike,holidays,vacation
2021-06-01,29,2,7,0,8,2,15,4,0,0,310.4,0.0,8.0,30.84654761904714,21,8,5,8,10,4,0,2,29,0,0,0,0,0,0
2021-06-02,26,2,13,0,7,0,14,5,0,0,436.0,0.0,4.0,116.36514957264924,21,5,4,7,10,4,0,1,26,0,0,0,0,0,0
2021-06-03,30,2,10,1,10,0,15,5,0,0,369.7,0.0,32.0,153.01133838383828,26,4,2,8,15,5,0,0,30,0,0,0,0,0,0
2021-06-04,25,0,45,2,4,0,17,4,0,0,1354.2,54.6,108.0,133.37556146572072,22,3,2,8,11,3,0,1,25,0,0,0,0,0,0
2021-06-05,64,2,10,1,9,34,17,4,0,0,298.7,2.16,40.0,160.77520202020173,59,5,7,30,11,9,1,6,64,0,0,0,0,0,0
2021-06-06,64,3,7,0,8,41,11,4,0,0,409.9,0.0,32.0,46.77087301587257,58,6,13,27,10,7,1,6,64,0,0,0,0,0,0
2021-06-07,33,0,16,0,1,13,15,4,0,0,593.9,0.0,84.0,150.97906249999988,29,4,9,11,9,3,0,1,32,1,0,0,0,0,0
2021-06-08,32,0,17,1,8,4,16,4,0,0,579.6,2.0,80.0,173.79594135802455,24,8,8,12,6,5,0,1,32,0,0,0,0,0,0
2021-06-09,38,1,11,1,18,0,16,4,0,0,299.0,0.0,56.0,145.9854166666664,30,8,11,9,7,9,0,2,37,1,0,0,0,0,0
2021-06-10,32,1,11,0,12,0,16,4,0,0,554.6,0.0,44.0,163.31343434343427,24,8,7,9,8,7,0,1,32,0,0,0,0,0,0
2021-06-11,29,1,35,2,6,0,18,5,0,0,1194.4,24.0,124.0,184.9218393393392,22,7,7,6,10,6,0,0,29,0,0,0,0,0,0
2021-06-12,54,3,19,0,7,22,20,5,0,0,781.0,33.8,80.0,120.29798245614,49,5,10,17,15,9,0,3,54,0,0,0,0,0,0
