date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package,turnover,discount,booking_fees,lead_time_hours,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30,strike,holidays,vacation
2021-06-01,3,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,3,0,1,1,1,0,0,0,3,0,0,0,0,0,0
2021-06-02,2,0,1,0,0,0,1,1,0,0,38.0,0.0,0.0,20.334444444444,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0
2021-06-03,2,0,1,0,0,0,1,1,0,0,38.0,0.0,0.0,12.742777777777,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0
2021-06-04,1,0,1,0,0,0,0,1,0,0,4.4,0.0,5.5,6.025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2021-06-05,1,0,2,0,0,0,0,1,0,0,88.0,10.0,0.0,16.1112499999995,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2021-06-06,2,0,1,0,0,1,0,1,0,0,85.0,0.0,0.0,3.073333333333,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0
2021-06-07,2,0,1,0,0,0,1,1,0,0,85.0,0.0,5.5,64.041944444444,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0
2021-06-08,3,0,1,0,0,0,2,1,0,0,22.5,0.0,5.5,8.383611111111,2,1,0,2,1,0,0,0,3,0,0,0,0,0,0
2021-06-09,2,0,3,0,0,0,1,1,0,0,161.0,0.0,5.5,110.55037037037,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0
2021-06-10,4,0,2,0,1,0,2,1,0,0,123.0,0.0,5.5,27.027361111111,2,2,1,1,2,0,0,0,3,1,0,0,0,0,0
2021-06-11,4,0,5,1,1,0,2,1,0,0,338.0,0.0,5.5,168.7888888888885,2,2,1,2,1,0,0,0,3,1,0,0,0,0,0
2021-06-12,7,1,2,0,0,3,3,1,0,0,100.0,0.0,0.0,103.696111111111,6,1,1,2,1,2,0,1,7,0,0,0,0,0,0
2021-06-13,8,1,0,0,0,4,3,1,0,0,0.0,0.0,0.0,0.0,7,1,1,3,2,1,0,1,8,0,0,0,0,0,0
2021-06-14,5,0,2,0,0,2,2,1,0,0,141.0,0.0,11.0,37.385833333333,4,1,1,2,0,1,0,1,5,0,0,0,0,0,0
2021-06-15,4,0,3,0,1,0,2,1,0,0,113.8,0.0,5.5,148.757962962963,2,2,0,1,1,0,0,2,4,0,0,0,0,0,0
2021-06-16,4,0,1,0,2,0,1,1,0,0,36.5,0.0,5.5,15.861388888888,2,2,0,1,2,0,0,1,3,0,1,0,0,0,0
2021-06-17,2,0,3,0,0,0,1,1,0,0,161.0,0.0,5.5,16.982037037036665,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0
2021-06-18,3,0,5,0,1,0,1,1,0,0,285.0,0.0,5.5,135.6547777777778,2,1,0,1,1,1,0,0,2,1,0,0,0,0,0
2021-06-19,7,0,3,0,0,4,2,1,0,0,94.4,0.0,5.5,103.306944444444,5,2,0,2,2,2,0,1,7,0,0,0,0,0,0
2021-06-20,8,0,1,0,0,5,2,1,0,0,4.4,0.0,0.0,25.441388888888,6,2,1,2,2,2,0,1,8,0,0,0,0,0,0
